"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.110744708E0,-1.171533510E-2,-1.160415030E-1,-1.025239007E-1,1.552869270E-1
6.120723708E0,2.669692487E-3,-1.551470965E-1,-8.421509902E-2,1.765500827E-1
6.130733708E0,-3.066572249E-3,-1.219337422E-1,-4.902888497E-2,1.314574947E-1
6.140712708E0,-2.060997337E-3,-8.662825406E-2,-2.323800445E-2,8.971458611E-2
6.150722708E0,-5.392594635E-3,-7.228503406E-2,-4.051769614E-2,8.304149521E-2
6.160731708E0,-4.695314169E-3,-1.086740112E-1,-5.812015414E-2,1.233289869E-1
6.170711708E0,-6.128156092E-3,-9.177965105E-2,-5.610871196E-2,1.077462120E-1
6.180721708E0,-4.850630835E-3,-1.176910025E-1,-9.759589473E-2,1.529694720E-1
6.190700708E0,-9.254863299E-3,-1.205543840E-1,-1.132781271E-1,1.656832704E-1
6.200710708E0,-9.032431561E-3,-1.287983733E-1,-1.600032091E-1,2.056006632E-1
6.210689708E0,-2.062577913E-2,-8.823916197E-2,-1.256812044E-1,1.549430141E-1
6.220699708E0,-1.564722218E-2,-6.698570251E-2,-1.776921876E-1,1.905424715E-1
6.230708708E0,2.266338760E-2,-9.587913394E-2,-1.683775914E-1,1.950831893E-1
6.240688708E0,-1.022171868E-2,-8.076875925E-2,-1.501623360E-1,1.708121868E-1
6.250697708E0,8.341710940E-3,-9.289997756E-2,-1.370937999E-1,1.658152585E-1
6.260677708E0,4.384918381E-3,-9.036813319E-2,-1.314804912E-1,1.596018376E-1
6.270686708E0,-7.432194818E-3,-1.294520921E-1,-1.096902482E-1,1.698382531E-1
6.280666708E0,-1.542851804E-2,-1.148059863E-1,-1.127191059E-1,1.616293615E-1
6.290675708E0,-2.538181297E-2,-9.970672131E-2,-5.882065058E-2,1.185138626E-1
6.300685708E0,-1.247465087E-2,-1.212882096E-1,-7.939465444E-2,1.454989960E-1
6.310664708E0,1.867759651E-2,-1.129179204E-1,-2.032374303E-2,1.162426939E-1
6.320674708E0,-2.175111232E-2,-7.776212096E-2,1.959986687E-3,8.077066232E-2
6.330653708E0,-6.680608336E-3,-9.888577223E-2,-3.084756176E-2,1.038007637E-1
6.340663708E0,-2.867913097E-2,-1.024970126E-1,-2.940332690E-2,1.104204953E-1
6.350673708E0,-8.931201641E-3,-1.218255687E-1,-5.149525881E-2,1.325631820E-1
6.360652708E0,-1.157423448E-2,-7.993436158E-2,-4.359216213E-2,9.178094390E-2
6.370662708E0,-1.807774527E-2,-9.132590711E-2,-1.243726067E-1,1.553569164E-1
6.380641708E0,-9.140952229E-3,-1.022672170E-1,-7.480458101E-2,1.270349008E-1
6.390651708E0,-1.725381777E-2,-1.140873635E-1,-1.326838481E-1,1.758369253E-1
6.400630708E0,-1.610626515E-2,-9.283331931E-2,-1.328487396E-1,1.628687342E-1
6.410640708E0,1.024761088E-3,-5.751262844E-2,-1.373417401E-1,1.489009944E-1
6.420650708E0,-1.439297615E-2,-6.934505403E-2,-1.245924620E-1,1.433149534E-1
6.430629708E0,-8.615652993E-3,-1.103702885E-1,-1.325353106E-1,1.726888491E-1
6.440639708E0,-1.609955912E-2,-8.283750415E-2,-8.736557881E-2,1.214660128E-1
6.450618708E0,-3.620267026E-3,-1.160906196E-1,-7.753756961E-2,1.396503240E-1
6.460628708E0,1.150563933E-2,-7.942389965E-2,-8.618910075E-2,1.177671289E-1
6.470607708E0,2.080583682E-2,-1.221074045E-1,-5.461649339E-2,1.353737878E-1
6.480617708E0,8.878814243E-4,-1.120981407E-1,-4.751679501E-2,1.217564261E-1
6.490627708E0,-3.629348483E-3,-1.202058899E-1,-3.639656941E-2,1.256476757E-1
6.500606708E0,-6.070469655E-3,-9.433020651E-2,-3.665502548E-2,1.013835754E-1
6.510616708E0,-3.933531605E-4,-1.123144877E-1,-1.106877009E-2,1.128592776E-1
6.520595708E0,-4.654200934E-4,-1.043991119E-1,-1.520625075E-2,1.055017594E-1
6.530605708E0,-1.982122052E-2,-1.093487799E-1,-3.859159590E-2,1.176407571E-1
6.540584708E0,-7.750045806E-3,-1.078618330E-1,-6.771424731E-2,1.275909774E-1
6.550594708E0,-1.949883794E-2,-9.079614937E-2,-6.508064311E-2,1.134003330E-1
6.560603708E0,-6.662354060E-3,-1.154977119E-1,-1.025812125E-1,1.546189302E-1
6.570583708E0,-2.986501940E-3,-8.182184279E-2,-8.303397059E-2,1.166120638E-1
6.580592708E0,-4.570293389E-3,-8.826488972E-2,-7.070338050E-2,1.131836841E-1
6.590572708E0,-3.912956715E-3,-1.093715841E-1,-1.241059828E-1,1.654682737E-1
6.600581708E0,-2.182199154E-2,-5.982344806E-2,-1.150322553E-1,1.314818010E-1
6.610561708E0,-9.042828642E-3,-9.830338955E-2,-1.018561212E-1,1.418449808E-1
6.620570708E0,-1.100500803E-3,-1.276534885E-1,-1.238054176E-1,1.778325214E-1
6.630580708E0,-2.441073664E-2,-1.028191942E-1,-7.935018819E-2,1.321518941E-1
6.640559708E0,1.273117919E-2,-1.082243603E-1,-9.319993973E-2,1.433904594E-1
6.650569708E0,3.689094236E-2,-1.299385804E-1,-6.090574941E-2,1.481704647E-1
6.660548708E0,1.613550123E-2,-8.713345349E-2,-3.375011047E-2,9.482438016E-2
6.670558708E0,3.739098893E-2,-1.172378433E-1,-1.083487233E-2,1.235321513E-1
6.680568708E0,3.209938668E-4,-7.010986984E-2,-3.563274946E-3,7.020109553E-2
6.690547708E0,-4.135041274E-3,-7.581850648E-2,-2.310585737E-2,7.936891795E-2
6.700557708E0,-6.996577252E-3,-8.212940633E-2,-3.653225223E-2,9.015984101E-2
6.710536708E0,-1.849759363E-2,-1.219682407E-1,-3.814257542E-2,1.291250122E-1
6.720555833E0,-1.405480608E-2,-1.312577122E-1,-2.516875505E-2,1.343859771E-1
6.730534833E0,-4.511839505E-2,-1.218249840E-1,-2.645982027E-2,1.325787252E-1
6.740544833E0,4.975213073E-3,-1.364921397E-1,-6.289148211E-2,1.503668696E-1
6.750554833E0,-4.044120725E-2,-8.334328830E-2,-6.417903900E-2,1.126966903E-1
6.760533833E0,-3.949885536E-3,-6.163725436E-2,-9.247954449E-2,1.112079982E-1
6.770543833E0,5.684681330E-3,-8.619146705E-2,-1.047996461E-1,1.358096109E-1
6.780522833E0,-1.571000665E-2,-7.871872544E-2,-7.879356980E-2,1.124805258E-1
6.790532833E0,3.344607353E-3,-9.549555659E-2,-7.571089944E-2,1.219127886E-1
6.800511833E0,-1.838388355E-2,-1.203509009E-1,-8.582424363E-2,1.489567297E-1
6.810521833E0,4.037655897E-2,-1.497021693E-1,-6.621153116E-2,1.685970725E-1
6.820531833E0,-1.188236447E-2,-1.347368056E-1,-1.346262749E-1,1.908387572E-1
6.830510833E0,-1.551664654E-2,-1.130465591E-1,-9.290056229E-3,1.144840425E-1
6.840520833E0,-2.578622103E-4,-3.866880655E-2,-1.326955608E-1,1.382152487E-1
6.850499833E0,1.369050628E-2,-8.942088425E-2,-1.992495378E-2,9.263114102E-2
6.860509833E0,-9.508650731E-3,-5.247115910E-2,-8.083189091E-2,9.683713938E-2
6.870488833E0,4.891400546E-2,-1.183353657E-1,1.223366336E-1,1.770934516E-1
6.880498833E0,2.819247818E-2,-8.572544396E-2,-1.427656174E-2,9.136458714E-2
6.890507833E0,-9.939608797E-3,-1.662445271E-1,1.675624895E-1,2.362482307E-1
6.900487833E0,-1.357165796E-1,-5.267990470E-2,-2.224924028E-1,2.658891341E-1
6.910496833E0,-7.642310858E-4,-2.381337047E-1,-1.408711195E-2,2.385512357E-1
6.920476833E0,-8.733205782E-2,-7.740661025E-2,-1.657334805E-1,2.026974548E-1
6.930485833E0,5.692951486E-2,-2.543299073E-1,-7.241191864E-2,2.704961319E-1
6.940495833E0,-6.680261157E-3,-1.226242983E-1,-2.084883213E-2,1.245633101E-1
6.950474833E0,5.328496361E-2,-1.495267528E-1,-8.052666625E-2,1.779946099E-1
6.960484833E0,2.096848078E-3,1.754047751E-2,8.302814165E-2,8.488661514E-2
6.970463833E0,3.850510279E-2,-5.833357751E-2,-1.435163816E-1,1.596320801E-1
6.980473833E0,-2.612057213E-2,-3.319464326E-3,3.735183086E-3,2.659426112E-2
6.990452833E0,-3.141416609E-4,-1.124524820E-1,-1.935311619E-1,2.238302259E-1
7.000462833E0,-7.718032300E-3,-1.174360639E-1,-8.377908859E-3,1.179872302E-1
7.010472833E0,2.415320333E-3,-2.196740448E-1,-1.062123517E-1,2.440155393E-1
7.020451833E0,-3.524409235E-2,-1.524579620E-1,5.111654196E-3,1.565621450E-1
7.030461833E0,1.658714382E-2,-1.410775262E-1,-2.074939292E-2,1.435567450E-1
7.040440833E0,-1.284225801E-2,-3.387525916E-2,-5.910329036E-3,3.670679451E-2
7.050450833E0,2.156560941E-2,-5.245010912E-2,-3.178564701E-3,5.679958389E-2
7.060429833E0,-1.437106736E-2,-7.251132131E-3,-2.253633857E-2,2.769463938E-2
7.070439833E0,7.029869836E-3,-8.632419884E-2,1.180788556E-2,8.741116941E-2
7.080449833E0,-3.144672778E-2,-1.390257382E-1,-5.400718611E-2,1.524264699E-1
7.090428833E0,-3.699460253E-3,-1.998133922E-1,-1.767496347E-2,2.006277200E-1
7.100438833E0,-3.021391544E-2,-1.984726256E-1,-5.362832308E-2,2.077986064E-1
7.110417833E0,-1.545494014E-2,-1.574520689E-1,-4.338867903E-2,1.640505613E-1
7.120427833E0,-2.344770022E-3,-1.011737877E-1,-4.359919706E-2,1.101931180E-1
7.130406833E0,1.194847455E-2,-3.784434915E-2,-6.266227126E-2,7.417223905E-2
7.140416833E0,2.731365994E-2,-2.946704328E-2,-4.667249361E-2,6.158461105E-2
7.150426833E0,1.932212412E-3,-4.398626447E-2,-4.529487133E-2,6.316763630E-2
7.160405833E0,2.388295233E-3,-1.013357556E-1,-7.216633558E-2,1.244291739E-1
7.170415833E0,-8.549433276E-3,-1.559756470E-1,-8.261414051E-2,1.767104736E-1
7.180394833E0,-1.626413997E-2,-1.628759462E-1,-5.492172718E-2,1.726542563E-1
7.190404833E0,-9.217075668E-3,-1.386357290E-1,-7.364569942E-2,1.572530091E-1
7.200413833E0,-1.960808951E-2,-1.037617654E-1,-5.890718937E-2,1.209174846E-1
7.210393833E0,-1.469211604E-2,-6.125484645E-2,-1.306152860E-2,6.433209166E-2
7.220402833E0,-1.535286969E-2,-4.014639795E-2,-1.670083562E-2,4.611249057E-2
7.230382833E0,6.707377620E-3,-4.539544344E-2,6.314810179E-4,4.589263522E-2
7.240391833E0,5.586283654E-4,-8.357776165E-2,1.150264263E-2,8.436744097E-2
7.250371833E0,-1.028792012E-2,-1.274535137E-1,-2.255855799E-3,1.278879523E-1
7.260380833E0,-2.880287267E-2,-1.641447920E-1,-3.939269185E-2,1.712451528E-1
7.270390833E0,-3.381956443E-2,-1.667058724E-1,-4.911893209E-2,1.770516318E-1
7.280369833E0,-3.239247836E-3,-1.421727097E-1,-4.627131980E-2,1.495480095E-1
7.290379833E0,-2.785545928E-2,-7.811061502E-2,-4.553692779E-2,9.460870247E-2
7.300358833E0,-1.459945595E-2,-5.117600083E-2,-4.747001728E-2,7.131290007E-2
7.310368833E0,7.184747960E-3,-6.928482771E-2,-3.946634850E-2,8.005998137E-2
7.320347833E0,7.351868693E-3,-8.589618266E-2,-3.355481347E-2,9.251015985E-2
7.330357833E0,3.178911880E-3,-1.062532640E-1,-3.196554026E-2,1.110029610E-1
7.340367833E0,8.150251172E-3,-1.195855004E-1,-5.563740810E-2,1.321462813E-1
7.350346833E0,8.045037836E-3,-1.151135498E-1,-3.402494788E-2,1.203060641E-1
7.360356833E0,-1.099568903E-2,-1.088377333E-1,-6.293241262E-2,1.262024006E-1
7.370335833E0,4.055336416E-3,-1.060088503E-1,-6.861824512E-2,1.263439182E-1
7.380345833E0,3.710789233E-3,-9.179777741E-2,-3.262512445E-2,9.749359282E-2
7.390355833E0,8.692909330E-3,-6.575544834E-2,3.580834866E-3,6.642415252E-2
7.400334833E0,8.750285134E-3,-7.264171422E-2,2.557608671E-3,7.321152571E-2
7.410344833E0,-2.041226439E-3,-8.552020669E-2,-4.491794519E-3,8.566241052E-2
7.420323833E0,-4.867916666E-3,-1.051370305E-1,-3.164863944E-2,1.099050871E-1
7.430333833E0,-1.192607241E-2,-1.353764910E-1,-1.511386475E-2,1.367386354E-1
7.440312833E0,-3.565670477E-2,-1.361401373E-1,-2.687495431E-2,1.432752622E-1
7.450322833E0,-1.707653750E-2,-1.151959956E-1,-1.694519442E-2,1.176812013E-1
7.460332833E0,-7.355614565E-3,-1.261273652E-1,-2.745618582E-2,1.292906008E-1
7.470311833E0,5.103577729E-3,-9.094232976E-2,-2.466355562E-2,9.436548535E-2
7.480321833E0,3.481066748E-3,-6.564084291E-2,-6.212432742E-2,9.044484586E-2
7.490300833E0,-2.176180176E-2,-9.498217106E-2,-4.592052341E-2,1.077213224E-1
7.500310833E0,-9.229300003E-3,-1.074156904E-1,-4.858449658E-2,1.182529654E-1
7.510289833E0,3.769626841E-3,-1.253841841E-1,-7.073025942E-2,1.440075460E-1
7.520299833E0,1.668344015E-2,-1.221085739E-1,-4.352550387E-2,1.307031388E-1
7.530308833E0,2.070288928E-2,-1.164274192E-1,-8.167509595E-2,1.437176915E-1
7.540288833E0,-2.176260576E-4,-1.134383225E-1,-4.928618073E-2,1.236827716E-1
7.550297833E0,-3.460199498E-3,-8.514481544E-2,-5.402008653E-2,1.008949073E-1
7.560277833E0,-2.691765726E-3,-7.736977279E-2,-1.526008168E-2,7.890625728E-2
7.570286833E0,8.003230244E-3,-8.756263912E-2,-7.199091911E-3,8.822184757E-2
7.580266833E0,-1.239792444E-4,-8.068689823E-2,-2.629958829E-2,8.486494719E-2
7.590275833E0,-2.816512417E-3,-1.206666505E-1,-2.401217580E-2,1.230648523E-1
7.600285833E0,-2.454461960E-2,-1.305490297E-1,-1.631139278E-2,1.338340354E-1
7.610264833E0,-2.359075600E-2,-1.435813040E-1,-2.242405375E-2,1.472241583E-1
7.620274833E0,-1.143041125E-2,-1.172431058E-1,-1.012032431E-2,1.182329105E-1
7.630253833E0,1.239810716E-3,-1.075221097E-1,-3.774944153E-3,1.075954991E-1
7.640263833E0,-2.753645713E-2,-1.028846830E-1,-2.245312538E-3,1.065296010E-1
7.650273833E0,-1.230473444E-4,-1.111140543E-1,1.870409170E-2,1.126773769E-1
7.660252833E0,-1.428637410E-2,-9.091426313E-2,-3.351739129E-2,9.794344921E-2
7.670262833E0,-2.129660094E-2,-1.010983586E-1,-1.724226952E-2,1.047459746E-1
7.680241833E0,-1.717626907E-2,-9.945938408E-2,-1.731009722E-2,1.024052380E-1
7.690251833E0,-7.222553864E-3,-1.334498334E-1,-6.363175789E-2,1.480203497E-1
7.700230833E0,-2.407017287E-2,-1.020181257E-1,-8.707203945E-2,1.362666916E-1
7.710240833E0,2.255015261E-3,-1.350929010E-1,-5.215480646E-2,1.448285222E-1
7.720300583E0,1.269404937E-2,-1.118964118E-1,-5.350787044E-2,1.246797420E-1
7.730279583E0,2.247114211E-2,-1.017064691E-1,-3.939835634E-3,1.042337775E-1
7.740289583E0,1.182266805E-2,-5.561345279E-2,-3.364135226E-2,6.606339526E-2
7.750268583E0,3.530906953E-2,-6.280318916E-2,-9.181279745E-3,7.263103233E-2
7.760278583E0,-4.415141176E-3,-8.586694658E-2,-9.972992744E-3,8.655684011E-2
7.770257583E0,-1.358335605E-2,-1.095341367E-1,1.141358223E-3,1.103790621E-1
7.780267583E0,-4.564245176E-3,-1.152474511E-1,-1.659324685E-2,1.165252898E-1
7.790277583E0,-1.390900942E-2,-1.363623315E-1,-2.193522653E-2,1.388139048E-1
7.800256583E0,-1.940265125E-2,-1.139166248E-1,-8.869038429E-3,1.158970238E-1
7.810266583E0,-2.057196647E-2,-1.016339636E-1,-1.611373862E-2,1.049396061E-1
7.820245583E0,-2.211506495E-2,-9.549789548E-2,-1.762232026E-2,9.959653764E-2
7.830255583E0,-2.375467904E-2,-8.964951038E-2,-1.084307671E-2,9.337500630E-2
7.840264583E0,-7.742060702E-3,-1.059649962E-1,-3.807688560E-3,1.063156546E-1
7.850244583E0,8.766474612E-3,-7.528231680E-2,-1.166634640E-2,7.668364844E-2
7.860253583E0,-1.612603605E-2,-1.285779333E-1,-2.376657447E-2,1.317466661E-1
7.870233583E0,-5.108292047E-3,-1.103235108E-1,-5.630165180E-2,1.239647033E-1
7.880242583E0,-1.881853268E-3,-1.053919691E-1,-8.074537039E-2,1.327811107E-1
7.890222583E0,-2.759812698E-3,-1.061503530E-1,-7.240137538E-2,1.285203220E-1
7.900231583E0,3.641189095E-3,-9.927578151E-2,-7.112551292E-2,1.221792848E-1
7.910241583E0,-3.375871684E-3,-7.832579255E-2,-3.258066734E-2,8.489891738E-2
7.920220583E0,1.006062789E-2,-7.802816927E-2,-1.302995363E-2,7.974579064E-2
7.930230583E0,8.773326818E-3,-5.946501374E-2,3.466211166E-3,6.020858529E-2
7.940209583E0,-2.170230635E-4,-8.177740395E-2,-9.156556986E-4,8.178281801E-2
7.950219583E0,8.839345537E-4,-1.070876616E-1,-7.856318951E-3,1.073790965E-1
7.960198583E0,-1.086677620E-2,-1.321026349E-1,-1.075187841E-2,1.329841940E-1
7.970208583E0,-1.938436043E-2,-1.152035969E-1,-1.942677101E-2,1.184272841E-1
7.980218583E0,-2.380584218E-3,-1.283896530E-1,-6.300941315E-3,1.285662165E-1
7.990197583E0,-5.272087175E-3,-1.114806747E-1,6.140745878E-3,1.117740780E-1
8.000207583E0,6.509047374E-4,-1.125244027E-1,-7.950386032E-5,1.125263134E-1
8.010186583E0,-2.629463643E-2,-7.838660359E-2,-6.139576435E-4,8.268158484E-2
8.020196583E0,-2.363044398E-2,-9.829169512E-2,-1.733697614E-2,1.025681527E-1
8.030175583E0,-8.541703988E-3,-1.093698299E-1,-9.911012258E-3,1.101496644E-1
8.040185583E0,-9.917864464E-3,-1.120700741E-1,-3.674509088E-2,1.183565260E-1
8.050195583E0,-1.663149130E-3,-1.291456980E-1,-2.653934240E-2,1.318548977E-1
8.060174583E0,-1.817395024E-2,-1.129828244E-1,-5.042406717E-2,1.250519797E-1
8.070184583E0,7.699577026E-3,-1.116338718E-1,-5.558714032E-2,1.249453280E-1
8.080163583E0,2.045792749E-2,-1.083360422E-1,-3.411146840E-2,1.154071796E-1
8.090173583E0,2.247912722E-2,-7.316328585E-2,-2.626101494E-2,8.091859158E-2
8.100183583E0,7.159586661E-3,-5.895338237E-2,-7.961568832E-3,5.991784002E-2
8.110162583E0,-8.106506690E-3,-9.278888047E-2,-1.891340375E-2,9.504319350E-2
8.120172583E0,4.379527979E-3,-1.005814648E-1,-3.793655243E-3,1.007482166E-1
8.130151583E0,6.012764946E-3,-1.189961010E-1,-1.084188899E-2,1.196401770E-1
8.140161583E0,2.668210583E-2,-1.362249219E-1,-6.883287448E-3,1.389839695E-1
8.150140583E0,-2.735131966E-2,-1.203655189E-1,-8.449208345E-3,1.237228433E-1
8.160150583E0,-2.772318430E-2,-1.303946632E-1,1.174237847E-2,1.338253586E-1
8.170159583E0,-1.288243935E-2,-1.022485059E-1,5.099941492E-3,1.031829618E-1
8.180139583E0,-2.061011955E-2,-8.622538090E-2,-7.629446983E-3,8.898203077E-2
8.190148583E0,-1.735077191E-2,-7.290483892E-2,6.713754740E-3,7.524120764E-2
8.200128583E0,-1.758800441E-2,-1.106263965E-1,-2.549035192E-2,1.148794827E-1
8.210137583E0,3.550100438E-3,-1.089792359E-1,3.346927967E-3,1.090883999E-1
8.220117583E0,-2.180428544E-2,-1.023841614E-1,-4.751564384E-2,1.149594701E-1
8.230126583E0,-1.410479978E-2,-1.264904773E-1,-6.365627965E-2,1.423056857E-1
8.240136583E0,-2.127436325E-3,-1.187049097E-1,-2.933663210E-2,1.222948059E-1
8.250115583E0,-1.069234645E-2,-1.148100793E-1,-2.377245823E-2,1.177319428E-1
8.260125583E0,4.693998545E-3,-9.340868533E-2,-1.802928647E-2,9.524847131E-2
8.270104583E0,-3.181269038E-3,-6.886382818E-2,-3.095517794E-2,7.556831575E-2
8.280114583E0,1.830617040E-2,-6.558295548E-2,-3.023363153E-2,7.450041879E-2
8.290124583E0,-5.593227223E-3,-9.521547496E-2,-1.032620111E-2,9.593696520E-2
8.300103583E0,1.381221972E-4,-1.253163564E-1,-3.368697882E-2,1.297652527E-1
8.310113583E0,7.059964724E-3,-1.290778702E-1,-1.344510594E-2,1.299681136E-1
8.320092583E0,-4.682888836E-4,-1.438999772E-1,-6.795634031E-3,1.440611099E-1
8.330102583E0,-3.040961444E-2,-1.367178422E-1,-1.458646417E-2,1.408164691E-1
8.340081583E0,-1.478779111E-2,-1.189054692E-1,-8.169729710E-3,1.200996830E-1
8.350091583E0,-5.247382689E-3,-8.463026047E-2,2.824223433E-3,8.483980345E-2
8.360101583E0,-4.262802936E-3,-8.747376144E-2,7.224819660E-3,8.787507296E-2
8.370080583E0,-1.514936831E-2,-1.024455571E-1,7.305492964E-3,1.038169820E-1
8.380090583E0,-3.984804377E-3,-1.091879815E-1,-1.402982751E-2,1.101577506E-1
8.390069583E0,-1.115615856E-2,-1.163742095E-1,-2.173874181E-2,1.189116874E-1
8.400079583E0,-1.796155013E-3,-1.265524578E-1,-4.382486304E-2,1.339379310E-1
8.410058583E0,-2.787117368E-2,-1.283551544E-1,-4.353133282E-2,1.383720525E-1
8.420068583E0,-1.454840245E-2,-1.077033734E-1,-4.916570982E-2,1.192851193E-1
8.430078583E0,-1.058784574E-3,-1.084535712E-1,-6.012107134E-3,1.086252437E-1
8.440057583E0,2.457127925E-3,-8.584472716E-2,-1.317611575E-2,8.688477821E-2
8.450067583E0,1.848116660E-2,-7.806208313E-2,-8.091395292E-3,8.062699932E-2
8.460046583E0,-1.293082505E-2,-1.105439508E-1,-6.505630407E-3,1.114876429E-1
8.470056583E0,-1.796246376E-2,-9.288360536E-2,-1.060567975E-2,9.519713594E-2
8.480065583E0,-1.633642618E-2,-1.148966181E-1,-9.154400826E-3,1.164126915E-1
8.490045583E0,-9.059054665E-3,-1.271874654E-1,-6.472886000E-3,1.276738661E-1
8.500054583E0,-1.355454024E-2,-1.143265146E-1,6.967542171E-3,1.153378695E-1
8.510034583E0,-7.568891756E-3,-9.292219698E-2,1.106176257E-2,9.388389322E-2
8.520043583E0,-9.511007890E-3,-7.705753148E-2,3.601702116E-4,7.764310756E-2
8.530023583E0,-1.765943181E-2,-7.840005219E-2,9.847862329E-3,8.096545009E-2
8.540032583E0,1.590607110E-2,-8.393911958E-2,-2.437119484E-3,8.546764560E-2
8.550042583E0,-1.553051541E-2,-1.122349656E-1,-1.363552418E-3,1.133125928E-1
8.560021583E0,2.801620290E-3,-1.311039305E-1,1.172951460E-3,1.311391074E-1
8.570031583E0,4.930043332E-3,-1.382919127E-1,-1.009699026E-2,1.387476402E-1
8.580010583E0,1.867587706E-1,1.718145847E-2,-4.773666859E-2,1.935273377E-1
8.590020583E0,-2.022399136E-1,-2.168749827E-1,6.073385954E-2,3.026951312E-1
8.599999583E0,-1.987358965E-3,-1.085746086E-1,-1.148976048E-2,1.091989460E-1
8.610009583E0,8.581446782E-3,-6.685647905E-2,-3.671698770E-2,7.675654503E-2
8.620019583E0,-1.692931557E-2,-1.051925790E-1,-4.458733996E-2,1.154993995E-1
8.629998583E0,-2.199890636E-2,-1.177898204E-1,3.102064848E-2,1.237767115E-1
8.640008583E0,-6.348614395E-3,-1.309887403E-1,-6.015964469E-2,1.442828397E-1
8.649987583E0,-2.104420222E-2,-8.159263194E-2,-3.867465377E-2,9.271431862E-2
8.659997583E0,-7.192568611E-2,-2.029556859E-1,7.737739244E-2,2.288046669E-1
8.670007583E0,5.559342608E-2,-1.560329497E-2,-4.002068281E-2,7.025487093E-2
8.679986583E0,-3.661524614E-2,-1.528736991E-1,-1.208128309E-1,1.982593862E-1
8.689996583E0,-3.266547024E-3,-2.456824601E-2,3.587851524E-2,4.360661529E-2
8.699975583E0,2.217214840E-2,-1.554201615E-1,5.180165291E-2,1.653192124E-1
8.709985583E0,-1.769142704E-2,-8.824208558E-2,6.299790144E-2,1.098562144E-1
8.719982417E0,5.245537162E-3,-1.326136816E-1,1.716742516E-3,1.327284875E-1
8.729992417E0,3.479166403E-3,-9.405714154E-2,-1.845498204E-2,9.591369473E-2
8.740002417E0,6.633841574E-2,-8.917062342E-2,-8.260946274E-3,1.114469772E-1
8.749981417E0,-4.706509760E-2,-1.209917557E-1,-4.440024734E-2,1.372060871E-1
8.759991417E0,2.487361684E-2,-1.274798262E-1,-2.628202837E-2,1.325162176E-1
8.769970417E0,3.601983514E-2,-9.352387547E-2,2.861627340E-2,1.042258841E-1
8.779980417E0,3.741424989E-2,-1.015193582E-1,1.268144131E-2,1.089349583E-1
8.789959417E0,-3.505341830E-2,-7.469350219E-2,-3.366885245E-1,3.466511560E-1
8.799969417E0,3.482689351E-2,-9.147968888E-2,9.956985991E-2,1.396266557E-1
8.809978417E0,-2.697276726E-2,-7.220083416E-2,-1.210256696E-1,1.434841570E-1
8.819958417E0,1.597740714E-2,-1.055919439E-1,2.090960663E-2,1.088216329E-1
8.829967417E0,2.036150325E-2,-1.395917487E-1,1.365640604E-1,1.963420223E-1
8.839947417E0,6.012819763E-3,-1.151614970E-1,2.560263673E-2,1.181262858E-1
8.849956417E0,-1.612980019E-2,-1.536449468E-1,6.412177283E-2,1.672678746E-1
8.859966417E0,5.931377186E-2,-9.885419726E-2,1.548716927E-1,1.930686848E-1
8.869945417E0,5.665359937E-2,-7.522267520E-2,1.141481745E-1,1.479793463E-1
8.879955417E0,-2.428827401E-2,-7.907306671E-2,-5.927673340E-2,1.017654227E-1
8.889934417E0,-3.793828832E-2,-7.795858741E-2,-7.104478480E-2,1.120902160E-1
8.899944417E0,-1.545124909E-2,-1.091306788E-1,-5.939479234E-2,1.252037839E-1
8.909923417E0,-1.222261760E-2,-8.238083661E-2,-7.014670730E-2,1.088878100E-1
8.919933417E0,2.108425565E-2,-1.143113118E-1,1.668674748E-2,1.174311262E-1
8.929943417E0,-3.934712011E-2,-1.343742782E-1,-1.788195491E-1,2.271146707E-1
8.939922417E0,-4.881390844E-2,-1.705767292E-1,7.182719707E-2,1.914115055E-1
8.949932417E0,-5.984426050E-2,-1.722402620E-1,-8.797702398E-3,1.825525758E-1
8.959911417E0,-1.368635841E-2,-1.042032301E-1,-2.314675134E-2,1.076169210E-1
8.969921417E0,-4.234416531E-2,-1.352677327E-1,4.006530438E-3,1.417971796E-1
8.979900417E0,-6.092835255E-3,-1.099036807E-1,-6.702078581E-3,1.102762872E-1
8.989910417E0,-4.691842385E-3,-1.256215811E-1,1.278084397E-2,1.263572119E-1
8.999920417E0,-9.008110799E-3,-1.145142102E-1,-7.175355870E-2,1.354371573E-1
9.009899417E0,-3.326194106E-2,-1.389041162E-1,-8.778307915E-2,1.676501691E-1
9.019909417E0,-4.697581792E-2,-1.254175133E-1,-6.702546358E-2,1.497621209E-1
9.029888417E0,-1.958239831E-2,-1.096744698E-1,-2.765616059E-2,1.147903431E-1
9.039898417E0,-4.497203194E-3,-9.645800829E-2,-3.528246470E-3,9.662722558E-2
9.049908417E0,2.764819376E-3,-7.679265261E-2,-3.958798885E-2,8.644052627E-2
9.059887417E0,1.613471551E-2,-8.718373954E-2,-1.115648746E-2,8.936330733E-2
9.069897417E0,1.383368997E-2,-7.315451503E-2,-2.034125727E-2,7.717979525E-2
9.079876417E0,1.775634941E-3,-9.732398093E-2,6.684536934E-3,9.756942747E-2
9.089886417E0,-1.998943761E-3,-1.119578075E-1,2.325441319E-2,1.143648293E-1
