"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.081634292E0,1.253025606E-1,-1.422914082E-1,7.978761474E-2,2.057027953E-1
3.091614292E0,-8.277866654E-2,-3.468392909E-2,1.043693093E-1,1.376525892E-1
3.101623292E0,-8.244919421E-2,-2.660600066E-2,-2.839454516E-1,2.968682677E-1
3.111603292E0,6.258561792E-2,-2.560431415E-1,-1.071069209E-1,2.845117614E-1
3.121613292E0,8.440068416E-2,-2.958118093E-1,9.912550807E-2,3.231933916E-1
3.131622292E0,-1.714613215E-1,-1.700849783E-1,6.919479886E-2,2.512285908E-1
3.141602292E0,-1.954945839E-1,-1.608340985E-1,-6.719148796E-2,2.619168486E-1
3.151611292E0,2.095700562E-2,-3.191632497E-1,9.881094614E-2,3.347655585E-1
3.161591292E0,5.520999491E-2,-2.284045225E-1,3.187200308E-2,2.371341267E-1
3.171600292E0,-7.378256081E-2,-1.073320752E-1,-1.781904070E-1,2.207167003E-1
3.181580292E0,-7.684134895E-2,-1.720642608E-1,2.104611719E-1,2.824970931E-1
3.191589292E0,1.009541699E-1,-2.496036029E-1,2.310504059E-1,3.547928876E-1
3.201599292E0,1.238486322E-1,-9.073709249E-2,-1.869331455E-1,2.419001954E-1
3.211578292E0,-3.737755861E-2,1.346976292E-1,1.258157086E-1,1.880694705E-1
3.221588292E0,-1.504229117E-2,8.177331090E-3,3.397279072E-1,3.401590660E-1
3.231567292E0,1.101137602E-1,-1.995830119E-2,1.632998876E-1,1.979652173E-1
3.241577292E0,2.110280229E-2,6.910122514E-2,-2.927864417E-1,3.015695741E-1
3.251556292E0,-2.577443523E-2,-2.390341759E-2,5.539303103E-2,6.560550870E-2
3.261566292E0,-4.042245962E-2,-2.228169233E-1,4.360186851E-1,4.913182780E-1
3.271576292E0,1.137093227E-1,-2.597514457E-1,6.822882056E-2,2.916432676E-1
3.281555292E0,2.069837596E-2,-1.729594696E-1,-1.832564346E-1,2.528365513E-1
3.291565292E0,-3.491876788E-2,-1.252181232E-1,-1.545816708E-1,2.019762156E-1
3.301544292E0,-3.351481486E-2,-4.014756739E-2,8.127631584E-2,9.664838074E-2
3.311554292E0,5.439480169E-2,7.504316568E-3,7.287152806E-2,9.124345905E-2
3.321533292E0,8.713749172E-2,-8.149849176E-3,-1.425679632E-1,1.672871383E-1
3.331543292E0,-5.878958724E-2,-4.303492248E-2,7.814803720E-2,1.068425750E-1
3.341553292E0,-2.174996663E-1,8.065064549E-3,2.232139492E-1,3.117621164E-1
3.351532292E0,-7.483692342E-2,-2.448772985E-1,2.357118062E-1,3.480309067E-1
3.361542292E0,2.329918094E-2,-1.988152725E-1,-3.179717699E-2,2.026855319E-1
3.371521292E0,-1.451500023E-2,-1.123560029E-1,-6.792593479E-2,1.320927297E-1
3.381531292E0,5.475064130E-2,-1.910840839E-1,1.621854083E-1,2.565440830E-1
3.391510292E0,5.371290671E-2,-1.709988981E-1,1.553512009E-1,2.371912628E-1
3.401520292E0,-3.819929341E-2,-3.896759927E-2,2.890629530E-2,6.175138636E-2
3.411529292E0,-5.271445809E-2,3.393607020E-2,1.025847391E-1,1.202252039E-1
3.421509292E0,-3.967704926E-2,-1.392824310E-1,3.651048231E-1,3.927790673E-1
3.431519292E0,1.009991935E-1,-2.508923292E-2,-3.099610845E-2,1.085866725E-1
3.441498292E0,-1.337305728E-2,-1.537934661E-2,1.270541489E-1,1.286783576E-1
3.451508292E0,-1.748098210E-2,-5.011648536E-2,2.736450148E-1,2.787451182E-1
3.461487292E0,6.866542485E-2,-6.401531696E-2,-2.019733719E-1,2.227243685E-1
3.471497292E0,-5.388154406E-3,-1.818156624E-1,-3.513217664E-1,3.956171771E-1
3.481506292E0,-4.451074144E-2,-2.537995648E-1,1.118619132E-1,2.809065910E-1
3.491486292E0,-1.213533877E-1,-1.124869806E-1,2.969917591E-1,3.399765735E-1
3.501495292E0,3.933043728E-2,5.166599751E-3,-3.325896263E-1,3.349469161E-1
3.511475292E0,3.424641117E-3,1.190317690E-2,8.108955212E-3,1.480435550E-2
3.521484292E0,-7.561235558E-2,-1.128939468E-1,4.409444161E-1,4.614046485E-1
3.531464292E0,-2.738241954E-2,-2.606168336E-1,1.579461769E-1,3.059704653E-1
3.541473292E0,-4.418101329E-2,-1.160701543E-1,-1.721057578E-1,2.122372129E-1
3.551483292E0,6.426491998E-3,-1.038716930E-1,-1.689960441E-2,1.054335100E-1
3.561462292E0,3.549406081E-3,-6.733478129E-2,1.775144323E-1,1.898892960E-1
3.571472292E0,-3.134856764E-3,-1.123735446E-1,7.744872848E-2,1.365135392E-1
3.581451292E0,-1.046658911E-2,-1.735178787E-1,-3.895882845E-2,1.781454294E-1
3.591461292E0,9.617407115E-2,-9.571073413E-2,-1.441549341E-1,1.979662638E-1
3.601440292E0,4.955032870E-2,-1.063199222E-2,8.368768930E-2,9.783610619E-2
3.611450292E0,-2.467824675E-2,2.638380647E-2,2.925128102E-1,2.947352460E-1
3.621460292E0,-3.712031767E-2,-1.811344618E-1,1.420335277E-1,2.331547431E-1
3.631439292E0,-1.693476079E-2,-2.194717312E-1,1.051703413E-1,2.439578398E-1
3.641449292E0,-5.213121660E-3,-1.287451637E-1,4.646897396E-2,1.369739368E-1
3.651428292E0,-4.611867093E-2,-5.811138332E-2,-9.302920103E-3,7.476903772E-2
3.661438292E0,-5.936930213E-2,-1.352174467E-1,5.633675337E-2,1.580579062E-1
3.671448292E0,-3.519727807E-2,-1.635138774E-1,1.010422254E-1,1.954102551E-1
3.681427292E0,2.262282254E-2,-7.070862472E-2,-2.331506892E-1,2.446849926E-1
3.691437292E0,2.877378277E-2,6.372237146E-2,-2.031100523E-1,2.148072731E-1
3.701416292E0,-1.045709652E-1,-1.067280579E-1,4.461542487E-1,4.705099135E-1
3.711439042E0,-1.505581286E-2,-2.570108557E-1,1.557955527E-1,3.009211054E-1
3.721418042E0,4.131286265E-2,-1.096025491E-1,-3.043967096E-1,3.261546078E-1
3.731428042E0,-3.694272676E-2,-3.612000525E-2,3.487979254E-2,6.233794805E-2
3.741438042E0,-9.643235363E-2,-1.546763957E-1,3.908582997E-1,4.312704449E-1
3.751417042E0,-2.056359764E-2,-2.428629327E-1,1.190586845E-1,2.712567713E-1
3.761427042E0,5.945976952E-2,-6.928716660E-2,-2.276823731E-1,2.453068256E-1
3.771406042E0,6.829118477E-2,1.419937849E-2,-2.223520696E-1,2.330359439E-1
3.781416042E0,-8.881363263E-2,-5.297460437E-2,2.434429947E-1,2.644969976E-1
3.791395042E0,-2.246810887E-2,-4.500894248E-2,3.462990081E-1,3.499337421E-1
3.801405042E0,8.371763801E-2,-8.610551298E-2,-2.523927248E-1,2.795083000E-1
3.811414042E0,2.030409090E-2,-1.238621539E-1,-1.160473502E-1,1.709417350E-1
3.821394042E0,-5.564811582E-2,-9.864252806E-2,3.617882824E-1,3.791013353E-1
3.831403042E0,1.219603105E-2,-1.243924963E-1,-4.019609928E-2,1.312934222E-1
3.841383042E0,2.926244555E-2,-4.676836967E-2,-2.267456675E-1,2.333605983E-1
3.851392042E0,-3.684423773E-2,-1.503611505E-2,1.846351898E-1,1.888749213E-1
3.861372042E0,2.252228698E-2,-1.087576264E-1,-2.088730681E-1,2.365659174E-1
3.871381042E0,-5.088258024E-2,-1.472276276E-1,-2.870257831E-1,3.265712961E-1
3.881391042E0,-7.460685376E-2,-7.460462451E-2,4.582392740E-1,4.702289494E-1
3.891370042E0,-2.355295010E-2,-1.729840279E-2,3.377116045E-2,4.465946121E-2
3.901380042E0,-1.068458062E-2,-1.042716426E-1,-3.497804403E-1,3.651480414E-1
3.911359042E0,-6.152652271E-2,-1.096183366E-1,3.501382899E-1,3.720195086E-1
3.921369042E0,-1.867107321E-2,-1.219261408E-2,3.661655080E-1,3.668439015E-1
3.931348042E0,3.505701799E-2,-4.187249601E-2,-2.560834690E-1,2.618416383E-1
3.941358042E0,3.337462787E-3,-1.948865283E-1,-1.905291649E-1,2.725679002E-1
3.951368042E0,-3.134915236E-2,-9.510262370E-2,5.870604515E-2,1.160761738E-1
3.961347042E0,-6.032364082E-2,5.090001225E-3,3.890316296E-1,3.937136759E-1
3.971357042E0,5.258823132E-2,-9.566512585E-2,1.478596934E-1,1.837928924E-1
3.981336042E0,2.527912125E-2,-1.126968956E-1,-2.110108101E-1,2.405518369E-1
3.991346042E0,-1.100372896E-2,-7.641024470E-2,2.791203475E-1,2.895993369E-1
4.001325042E0,-1.631639946E-2,-8.501793087E-2,2.621096277E-1,2.760357412E-1
4.011335042E0,2.142759684E-2,-1.345075947E-1,-3.407628644E-1,3.669751554E-1
4.021345042E0,-2.773900833E-3,-1.004200816E-1,-1.726425505E-1,1.997431790E-1
4.031324042E0,-2.873230409E-2,-3.795953929E-2,1.791540281E-1,1.853716205E-1
4.041334042E0,1.312219346E-2,-5.411130309E-2,-3.559773195E-1,3.603055329E-1
4.051313042E0,-8.479599249E-2,-1.660539079E-1,8.424438078E-2,2.046005287E-1
4.061323042E0,9.464734487E-2,-3.393788284E-1,2.536148111E-1,4.341158618E-1
4.071302042E0,-1.792557148E-1,1.716689891E-1,-2.258896351E-1,3.356024141E-1
4.081312042E0,1.022104260E-1,-2.771895969E-1,1.120909413E-2,2.956462203E-1
4.091322042E0,-1.837777321E-1,-2.551140189E-3,2.113218820E-1,2.800673151E-1
4.101301042E0,5.174352793E-2,-9.108383238E-2,-2.764294589E-1,2.956127584E-1
4.111311042E0,-3.680027397E-2,-8.461856604E-2,-1.463990954E-1,1.730527579E-1
4.121290042E0,-6.966986686E-2,-1.957267731E-1,2.395639336E-1,3.171020945E-1
4.131300042E0,1.015204545E-3,-1.140154427E-1,1.745043039E-2,1.153476022E-1
4.141279042E0,1.103274211E-1,-2.103266859E-1,3.164934111E-1,3.956987919E-1
4.151289042E0,9.745532401E-2,-1.900625753E-1,1.278516909E-1,2.489324759E-1
4.161298042E0,-3.338392859E-2,-9.962836862E-2,1.430928787E-2,1.060427001E-1
4.171278042E0,-4.680489650E-2,-3.267657995E-2,4.554559994E-1,4.590191985E-1
4.181287042E0,5.473293521E-2,-4.050600171E-2,-4.266713262E-2,8.035492876E-2
4.191267042E0,2.326139331E-2,-1.173734987E-1,-3.211618280E-1,3.427280998E-1
4.201276042E0,2.686386287E-2,-1.884072286E-1,1.217472160E-1,2.259232956E-1
4.211256042E0,1.872713339E-2,-1.380808282E-1,1.150954235E-1,1.807317823E-1
4.221265042E0,2.632058345E-2,-6.886207402E-2,-4.852814770E-1,4.908491319E-1
4.231275042E0,-9.806785639E-3,-2.539211869E-1,1.239282274E-1,2.827195567E-1
4.241254042E0,-1.870637577E-2,-7.755162120E-2,2.355632687E-1,2.487051185E-1
4.251264042E0,-6.103175690E-2,1.079524648E-1,-1.531584402E-1,1.970688149E-1
4.261243042E0,-4.928126542E-2,-3.090838194E-3,1.221577088E-1,1.317600175E-1
4.271253042E0,-2.238705184E-2,-1.981942981E-1,2.586854982E-1,3.266501904E-1
4.281263042E0,-1.054755477E-2,-3.159835339E-3,-1.877564152E-1,1.880789912E-1
4.291242042E0,-5.951712705E-2,-5.178177238E-2,4.856679048E-3,7.903940596E-2
4.301252042E0,3.508592516E-2,-2.335787237E-1,7.957592726E-2,2.492435967E-1
4.311231042E0,9.169128500E-3,-1.288211775E-1,-2.690362394E-1,2.984283277E-1
4.321241042E0,-2.656625787E-2,-7.203945100E-2,2.463911792E-1,2.580776273E-1
4.331220042E0,-2.250562241E-2,-8.270243347E-2,2.688900773E-1,2.822198951E-1
4.341230042E0,3.981520800E-2,-1.132634908E-1,3.407059271E-2,1.247985353E-1
4.351240042E0,-3.935011681E-3,-6.396561563E-2,3.205899704E-1,3.269327353E-1
4.361219042E0,3.784113318E-2,5.631804228E-2,-4.784425735E-2,8.302256445E-2
4.371229042E0,2.802541226E-2,-4.133630633E-2,-3.534969306E-1,3.570072743E-1
4.381208042E0,-2.428622749E-2,-2.454474020E-1,2.588971674E-1,3.575779514E-1
4.391218042E0,-4.974317718E-3,-1.815917140E-1,2.774854660E-2,1.837669075E-1
4.401197042E0,-2.795053136E-2,1.262998581E-3,-6.818251061E-1,6.823989323E-1
4.411207042E0,8.522812000E-2,-2.495293432E-1,2.239448512E-1,3.459480047E-1
4.421217042E0,-5.541928869E-2,-1.488958383E-1,4.528995967E-1,4.799576157E-1
4.431196042E0,-6.205350302E-2,-4.912830591E-3,-2.141484443E-1,2.230119489E-1
4.441206042E0,3.462616956E-2,-6.492222011E-2,-5.378382247E-2,9.114036341E-2
4.451185042E0,-3.624414895E-3,-1.398332387E-1,-4.653195944E-3,1.399575767E-1
4.461195042E0,-3.076448562E-2,-1.534274304E-1,9.403510485E-3,1.567636947E-1
4.471174042E0,-7.887884779E-2,-1.429264158E-1,2.423928348E-1,2.922398319E-1
4.481184042E0,1.962075239E-2,-1.185335863E-1,-1.880207094E-1,2.231299445E-1
4.491193042E0,-4.669622965E-3,-1.352613008E-1,-2.983436537E-1,3.276070215E-1
4.501173042E0,8.980301807E-2,-1.679174155E-1,3.786855662E-1,4.238674304E-1
4.511182042E0,-3.114616262E-2,-3.909857690E-2,8.999566555E-2,1.029465977E-1
4.521162042E0,-2.385601860E-2,5.891362131E-2,-1.721022677E-1,1.834642062E-1
4.531171042E0,6.877188072E-2,-4.252095222E-2,3.876049089E-1,3.959484416E-1
4.541151042E0,-5.294383340E-2,-8.896246254E-2,-1.479813337E-1,1.805985724E-1
4.551160042E0,-1.056851339E-2,-2.132128716E-1,-2.611541927E-1,3.373024376E-1
4.561170042E0,7.634382399E-2,-2.193214577E-1,3.036611299E-1,3.822830929E-1
4.571149042E0,-1.015816675E-2,-3.422550738E-2,-2.342780507E-1,2.369826549E-1
4.581159042E0,-8.619603518E-2,5.472701490E-2,-6.704277134E-1,6.781578883E-1
4.591138042E0,3.410688199E-2,-3.251122069E-1,5.215716362E-1,6.155470723E-1
4.601148042E0,-4.940656029E-2,-1.185721779E-1,4.228191805E-1,4.419009266E-1
4.611127042E0,-2.060701322E-2,-3.007924676E-2,-2.017675316E-1,2.050354772E-1
4.621137042E0,1.603414340E-2,-1.039085305E-1,5.481198225E-3,1.052811474E-1
4.631147042E0,-4.644898379E-2,-1.108456671E-1,-7.747542467E-3,1.204337761E-1
4.641126042E0,4.407929001E-2,-2.022236145E-1,5.734015385E-2,2.147679382E-1
4.651136042E0,-8.090006579E-2,-1.467206740E-1,2.574213302E-1,3.071441324E-1
4.661115042E0,-3.495330300E-2,-9.003016412E-2,-2.646028805E-1,2.816768507E-1
4.671125042E0,6.053306250E-2,-1.079109496E-1,-4.907626569E-1,5.061195611E-1
4.681104042E0,6.108774399E-2,-3.696902096E-2,5.958195806E-1,6.000828222E-1
4.691114042E0,-7.635292372E-2,1.791586876E-2,3.298753488E-1,3.390700415E-1
4.701124042E0,1.015730795E-2,-1.297497153E-1,-3.478321481E-1,3.713830405E-1
4.711146542E0,-5.407786433E-2,-2.919719428E-1,4.044507372E-1,5.017493693E-1
4.721156542E0,1.731689461E-2,-7.773288488E-2,1.690418351E-1,1.868620299E-1
4.731135542E0,-5.779998254E-2,1.236218333E-2,-3.150047100E-1,3.205021511E-1
4.741145542E0,2.139963984E-2,-2.177462178E-1,5.589819392E-2,2.258228688E-1
4.751124542E0,5.014279783E-2,-1.755801916E-1,8.726969361E-2,2.023825667E-1
4.761134542E0,5.054258293E-2,-4.391258955E-3,-5.374152517E-1,5.398045838E-1
4.771144542E0,-8.167721556E-2,-5.299390018E-2,8.108452717E-2,1.267052546E-1
4.781123542E0,4.369112626E-2,-1.573380482E-1,4.666534173E-1,4.943982078E-1
4.791133542E0,-1.016019501E-2,1.032665062E-1,-3.717753267E-1,3.859845780E-1
4.801112542E0,6.368878651E-2,-6.283885717E-2,-7.139565429E-2,1.144653788E-1
4.811122542E0,-4.526484953E-2,-9.954767704E-2,4.033327496E-1,4.178946680E-1
4.821131542E0,-1.322631592E-1,-1.097364503E-1,8.087987462E-2,1.899399535E-1
4.831111542E0,-1.710401941E-3,-1.525246203E-1,-6.830015659E-2,1.671274863E-1
4.841120542E0,4.920472171E-2,-2.522880596E-1,-1.036301847E-1,2.771454218E-1
4.851100542E0,-3.084753435E-3,-1.824027228E-1,-2.579452225E-1,3.159367133E-1
4.861109542E0,-6.277943484E-2,-5.102455795E-2,-3.249765515E-2,8.718291429E-2
4.871089542E0,4.858944844E-2,6.076718867E-2,5.703806841E-1,5.756628445E-1
4.881098542E0,7.015715919E-2,-9.390628338E-4,-9.673750520E-2,1.195033629E-1
4.891108542E0,7.721869536E-3,-1.680998486E-1,-2.435879692E-1,2.960612860E-1
4.901087542E0,-1.016562561E-1,-1.475515634E-1,5.186772645E-1,5.487545562E-1
4.911097542E0,1.271038502E-2,-1.257338476E-1,1.135646407E-1,1.699043317E-1
4.921076542E0,7.811931275E-2,-2.895330691E-1,-4.206089330E-1,5.165693561E-1
4.931086542E0,3.261339348E-3,-2.268193424E-1,2.839528520E-2,2.286130850E-1
4.941065542E0,-1.373039890E-1,3.962716520E-2,2.162534420E-1,2.592069613E-1
4.951075542E0,-8.742808007E-2,7.952914953E-2,-2.070288380E-1,2.383893760E-1
4.961085542E0,1.302112251E-1,-1.542951572E-1,-8.618326267E-2,2.195211002E-1
4.971064542E0,-2.922699681E-2,-9.982892811E-2,6.153496463E-2,1.208577019E-1
4.981074542E0,-3.436125414E-2,-1.490221381E-2,-1.733710953E-1,1.773705399E-1
4.991053542E0,-1.972629463E-2,-6.199101090E-2,3.349191570E-1,3.411786246E-1
5.001063542E0,-2.168348562E-2,-2.700653493E-2,3.123418880E-1,3.142562353E-1
5.011042542E0,-1.699714327E-2,-5.698988736E-2,-2.869976982E-1,2.930945733E-1
5.021052542E0,-4.043981854E-2,-2.942903638E-2,2.657325625E-2,5.663554585E-2
5.031062542E0,-3.639038416E-2,-4.908445179E-2,1.919816315E-1,2.014708175E-1
5.041041542E0,-3.524146110E-2,-7.558052480E-2,-3.648426851E-2,9.102460194E-2
5.051051542E0,-1.334858303E-1,-1.580747974E-1,-1.640097213E-1,2.640176076E-1
5.061030542E0,8.100747183E-2,-2.630352420E-1,1.662784227E-1,3.215560027E-1
5.071040542E0,9.445193823E-2,-2.239056748E-1,-1.097393922E-1,2.666414335E-1
5.081019542E0,2.100981329E-2,-2.368853241E-1,-2.412689817E-1,3.387724761E-1
5.091029542E0,-3.336289689E-2,-2.425781733E-1,4.753189909E-1,5.346825191E-1
5.101039542E0,-3.474108562E-2,-4.305831134E-2,8.691537062E-2,1.030303007E-1
5.111018542E0,6.423102440E-2,-1.900514656E-1,-3.882340693E-1,4.370021472E-1
5.121028542E0,-5.822591566E-2,-1.280610394E-1,-5.433698734E-2,1.508058198E-1
5.131007542E0,-8.933301156E-2,-8.424142063E-2,1.876512019E-1,2.242542697E-1
5.141017542E0,4.580982830E-2,-2.009582770E-1,2.225450277E-3,2.061255008E-1
5.150996542E0,8.096844167E-2,-2.807482123E-1,-3.327486706E-1,4.428285504E-1
5.161006542E0,7.002868490E-2,-2.458853585E-1,-6.495083492E-2,2.637844521E-1
5.171015542E0,-9.343035657E-2,-5.685832500E-3,1.559475986E-1,1.818824173E-1
5.180995542E0,1.120480008E-1,-2.199020863E-1,1.143446410E-1,2.720043730E-1
5.191004542E0,1.094812559E-1,-3.397062725E-1,4.440143505E-2,3.596637101E-1
5.200984542E0,-4.995080816E-2,-1.472369832E-1,-2.918906665E-1,3.307173622E-1
5.210993542E0,-5.619046334E-3,-9.018920839E-2,-1.281159850E-1,1.567780999E-1
5.220973542E0,-5.910663424E-2,-4.181110024E-2,2.177982763E-1,2.295165604E-1
5.230982542E0,-7.385124732E-3,-8.092546463E-2,6.267400224E-2,1.026231039E-1
5.240992542E0,6.276562080E-2,-2.056237704E-1,-1.693575664E-1,2.736834730E-1
5.250971542E0,-3.838106873E-2,-1.176266831E-1,-2.961053213E-1,3.209166625E-1
5.260981542E0,-1.725367159E-3,-1.346128446E-1,6.294527650E-2,1.486125925E-1
5.270960542E0,9.762547798E-3,-1.186803514E-1,3.369586658E-1,3.573814148E-1
5.280970542E0,-1.520212847E-1,-4.551472664E-3,4.779280186E-2,1.594218893E-1
5.290980542E0,-1.364477009E-2,1.325212955E-2,-1.996825973E-2,2.757770993E-2
5.300959542E0,9.827276476E-2,-3.204449594E-2,2.926087046E-1,3.103292445E-1
5.310969542E0,-1.358451087E-1,1.649400133E-1,-2.013081232E-2,2.146260729E-1
5.320948542E0,-2.104906272E-3,-8.594296038E-2,-4.172554817E-3,8.606993252E-2
5.330958542E0,4.847829653E-2,-3.110116464E-1,-1.843509968E-1,3.647789460E-1
5.340937542E0,7.789794082E-2,-2.276087165E-1,-7.448417187E-2,2.518366710E-1
5.350947542E0,3.939908724E-3,-1.639179200E-1,-9.068212867E-2,1.873709045E-1
5.360957542E0,-7.668126315E-2,-1.761023480E-1,-2.696338248E-1,3.310505287E-1
5.370936542E0,-9.986459613E-2,-1.406079948E-1,2.322794724E-1,2.893048548E-1
5.380946542E0,1.739623401E-2,1.340070730E-1,1.186610556E-1,1.798359549E-1
5.390925542E0,9.389144607E-2,8.993953228E-2,-3.676378369E-2,1.351158721E-1
5.400935542E0,-8.488070402E-2,3.217079580E-2,3.114975500E-1,3.244540301E-1
5.410914542E0,1.681271844E-2,-2.070849895E-1,-4.674731970E-2,2.129604947E-1
5.420924542E0,1.213906272E-1,-2.364257330E-1,-3.558964452E-2,2.681406988E-1
5.430934542E0,-6.699180555E-2,-1.788312435E-2,2.239378528E-1,2.344266837E-1
5.440913542E0,-2.153803613E-2,-2.724556911E-1,-1.613492382E-1,3.173792168E-1
5.450923542E0,-1.558209881E-1,-1.324593151E-1,-1.502886450E-1,2.537958378E-1
5.460902542E0,-1.004981419E-1,3.162992835E-2,7.894444624E-2,1.316531598E-1
5.470912542E0,-9.891003817E-3,-1.023239350E-1,2.689508700E-1,2.879280989E-1
5.480891542E0,4.160663042E-2,-1.648914814E-3,5.365475249E-1,5.381608283E-1
5.490901542E0,2.797077734E-2,-2.726030409E-2,-3.657550335E-2,5.350940113E-2
5.500910542E0,-7.949845165E-2,-8.005598366E-2,2.068300509E-1,2.356005821E-1
5.510890542E0,9.399285872E-2,-1.901602238E-1,7.365550447E-1,7.664912929E-1
5.520899542E0,9.944878601E-2,-1.771870065E-1,4.233068383E-1,4.695465639E-1
5.530879542E0,-1.464257916E-1,-3.821857095E-2,3.303863955E-1,3.633955722E-1
5.540888542E0,3.310896328E-2,-1.870278704E-1,4.422494781E-1,4.813109480E-1
5.550868542E0,4.442551827E-2,-2.247184378E-1,3.349133098E-1,4.057572280E-1
5.560877542E0,8.392298492E-2,-1.208701336E-1,3.935608828E-1,4.201699955E-1
5.570887542E0,4.689558316E-3,-1.108211088E-1,8.233440971E-1,8.307820487E-1
5.580867542E0,-2.083114430E-2,-1.509306693E-1,6.124701118E-1,6.311367850E-1
5.590876542E0,1.285592588E-2,-1.645441568E-1,4.541076314E-1,4.831705654E-1
5.600856542E0,-8.116947625E-2,-5.218464553E-2,6.452718222E-1,6.524472742E-1
5.610865542E0,6.027691791E-2,-1.638670492E-1,4.049103649E-1,4.409513809E-1
5.620845542E0,-4.895656222E-2,-1.603540421E-2,3.902490564E-1,3.936346087E-1
5.630854542E0,-1.242790238E-1,1.072402740E-1,5.632166755E-1,5.866504715E-1
5.640864542E0,7.733392205E-2,-5.626307845E-2,5.987128194E-1,6.063028201E-1
5.650843542E0,-2.745971242E-2,1.649031758E-2,5.849706566E-1,5.858469386E-1
5.660853542E0,-1.010660162E-2,-1.157415408E-1,5.364878833E-1,5.489239443E-1
5.670832542E0,-4.166906772E-2,-7.405557096E-2,4.722024250E-1,4.797871080E-1
5.680842542E0,4.564906642E-2,-1.500383842E-1,3.370264935E-1,3.717286798E-1
5.690852542E0,-1.530070156E-2,-7.526945293E-2,2.899014437E-1,2.999040665E-1
5.700831542E0,-2.644671885E-2,-1.692400557E-1,4.984494066E-1,5.270611315E-1
5.710872708E0,2.821721921E-2,-8.973312557E-2,2.511320651E-1,2.681707653E-1
5.720851708E0,5.862222897E-2,-1.420060641E-1,4.937576008E-1,5.171062331E-1
5.730861708E0,-7.473300744E-2,-1.057088882E-1,5.252074349E-1,5.409272050E-1
5.740840708E0,-6.568743791E-3,-1.875166976E-1,5.494862437E-1,5.806382629E-1
5.750850708E0,3.158446625E-2,-1.174091667E-1,5.142906833E-1,5.284670262E-1
5.760860708E0,-4.382943118E-2,-8.637039185E-2,3.378474426E-1,3.514566234E-1
5.770839708E0,9.499240369E-3,-1.551950437E-1,4.605430770E-1,4.860819508E-1
5.780849708E0,5.219681505E-3,-1.274616998E-1,2.926870573E-1,3.192795695E-1
5.790828708E0,-2.071080130E-2,-1.118689299E-1,5.725592653E-2,1.273649712E-1
5.800838708E0,-1.208610339E-2,-1.342438853E-1,1.355244346E-1,1.911396532E-1
5.810817708E0,-3.017652981E-2,-7.929116786E-2,1.050978541E-2,8.548782276E-2
5.820827708E0,-9.047707412E-2,3.571888626E-2,-4.094687263E-2,1.055395005E-1
5.830836708E0,1.432871525E-1,-2.200400805E-1,-1.249549985E-1,2.907964868E-1
5.840816708E0,-1.021377012E-2,-1.025256640E-1,-1.465347326E-1,1.791319646E-1
5.850825708E0,-3.872941660E-2,-9.259650707E-2,-1.658363914E-1,1.938447563E-1
5.860805708E0,3.730318934E-2,-1.708556414E-1,-1.603704143E-1,2.372801043E-1
5.870814708E0,6.592757575E-2,-2.445065850E-1,-2.350253248E-1,3.454950342E-1
5.880794708E0,-1.569058659E-1,4.230343580E-2,-1.755427694E-1,2.392160014E-1
5.890804708E0,5.177749660E-2,-1.645733929E-1,-2.264462900E-1,2.846809320E-1
5.900813708E0,-8.298785068E-2,6.157878220E-2,-1.362436330E-1,1.710007524E-1
5.910793708E0,5.736270217E-2,-1.507915056E-1,-1.104001093E-1,1.954910276E-1
5.920802708E0,-3.503039489E-2,-5.785469055E-2,-9.717020829E-2,1.183906380E-1
5.930782708E0,3.162835691E-2,-1.462026107E-1,-8.136049747E-2,1.702794377E-1
5.940791708E0,-5.895455182E-3,-1.315266842E-1,9.541486502E-3,1.320040340E-1
5.950771708E0,1.151371580E-3,-1.958852327E-1,-7.693883300E-2,2.104564897E-1
5.960780708E0,-2.125923358E-2,-1.058305103E-1,-5.288222750E-2,1.202022541E-1
5.970790708E0,1.241782324E-2,-1.019333410E-1,-6.229506612E-2,1.201053022E-1
5.980769708E0,-3.046192875E-2,-7.398131132E-2,-6.027308981E-2,1.001699001E-1
5.990779708E0,-6.236695033E-3,-8.280359030E-2,-8.519511064E-2,1.189686421E-1
6.000758708E0,-2.223767376E-2,-1.010907573E-1,-8.526759784E-2,1.341059975E-1
6.010768708E0,-1.732935648E-2,-1.266846049E-1,-1.233610566E-1,1.776717367E-1
6.020778708E0,-4.973111730E-3,-1.256402922E-1,-1.539104104E-1,1.987426207E-1
6.030757708E0,-2.879026461E-2,-1.510926372E-1,-2.108657992E-1,2.610023939E-1
6.040767708E0,-2.647681374E-2,-1.033536297E-1,-2.285618126E-1,2.522369851E-1
6.050746708E0,9.374146499E-3,-9.407117486E-2,-2.021394145E-1,2.231537664E-1
6.060756708E0,5.411506724E-3,-5.816166937E-2,-1.985574102E-1,2.069712766E-1
6.070735708E0,-2.119822154E-2,-6.221203566E-2,-1.548412871E-1,1.682127408E-1
6.080745708E0,8.943334613E-3,-8.213642299E-2,-1.393882565E-1,1.620353704E-1
6.090755708E0,-2.253798310E-2,-1.201754844E-1,-1.073408461E-1,1.627026889E-1
6.100734708E0,-4.766577110E-3,-1.207958740E-1,-9.806832234E-2,1.556655366E-1
