"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.115022958E0,-1.483000070E-1,-1.778728849E-1,4.445918727E-1,5.012919195E-1
3.125001958E0,-1.410760644E-1,-1.925692767E-1,3.808361721E-1,4.494680993E-1
3.135011958E0,3.082213551E-2,-8.592717290E-2,-3.191983330E-1,3.319955706E-1
3.145021958E0,-7.779428065E-2,-3.063356280E-3,3.813191521E-1,3.891858554E-1
3.155000958E0,-8.038576663E-2,-5.750385761E-2,3.030576789E-1,3.187671907E-1
3.165010958E0,6.712194264E-2,-1.389386147E-1,-4.335418046E-1,4.601823444E-1
3.174989958E0,-8.993807048E-2,-7.106705904E-3,7.319450998E-1,7.374842310E-1
3.184999958E0,-2.332366616E-2,-7.385793507E-2,-8.050914288E-2,1.117170983E-1
3.194978958E0,3.379456758E-2,-1.221799099E-1,-2.874678326E-1,3.141779081E-1
3.204988958E0,-1.281651199E-1,-1.198451167E-1,6.854889715E-1,7.075904748E-1
3.214967958E0,1.020494083E-1,-1.947122812E-1,-2.181244413E-2,2.209134150E-1
3.224977958E0,4.326764166E-2,-9.265380979E-2,-2.964526641E-1,3.135936851E-1
3.234987958E0,-7.169329584E-2,-1.285101056E-2,5.380911899E-1,5.429983478E-1
3.244966958E0,2.763861895E-2,-1.241416508E-1,-1.729933834E-1,2.147131887E-1
3.254976958E0,9.298446983E-2,-2.401568413E-2,-8.007036781E-1,8.064423382E-1
3.264955958E0,-5.984391332E-2,-8.707907438E-2,2.675533855E-1,2.876610388E-1
3.274965958E0,-6.390100390E-2,-2.002449167E-1,4.279892886E-1,4.768188294E-1
3.284944958E0,-2.270298421E-2,-1.174881041E-1,-3.759502387E-1,3.945344878E-1
3.294954958E0,-1.006402293E-1,-1.253730744E-1,3.243988466E-1,3.620517577E-1
3.304933958E0,-7.572612047E-2,-2.218059397E-1,2.756903708E-1,3.618528717E-1
3.314943958E0,-3.138112932E-2,-3.422726154E-2,-1.847065258E-1,1.904541451E-1
3.324922958E0,-5.296174049E-2,-3.979965806E-2,4.995393276E-2,8.297200815E-2
3.334932958E0,1.187803388E-2,-7.109687984E-2,-2.516887200E-1,2.618073066E-1
3.344942958E0,-2.068569481E-2,-7.259786010E-2,2.075094974E-1,2.208133573E-1
3.354921958E0,-8.645137578E-2,-2.473255277E-2,4.612505901E-1,4.699336617E-1
3.364931958E0,1.734898120E-2,-9.120896280E-2,1.670316537E-2,9.433481742E-2
3.374910958E0,4.327553540E-2,-2.027720833E-1,8.933025241E-2,2.257635571E-1
3.384920958E0,-7.466543555E-2,-2.121165186E-1,4.236588407E-1,4.796406551E-1
3.394899958E0,1.234171808E-2,-5.276527405E-2,-2.216854870E-1,2.282125047E-1
3.404909958E0,3.823494315E-2,-8.173413455E-2,-5.912026191E-1,5.980492592E-1
3.414888958E0,-4.732853293E-2,-7.957475781E-2,4.615686786E-1,4.707629735E-1
3.424898958E0,-1.127577066E-2,-1.173495251E-1,1.320581961E-1,1.770237871E-1
3.434907958E0,-9.592941999E-3,-1.881633997E-2,-3.124904072E-1,3.132033426E-1
3.444887958E0,-1.228079009E-1,-9.091017008E-2,7.234479260E-1,7.394074257E-1
3.454896958E0,-1.179821938E-2,-4.683327377E-2,-2.305872881E-1,2.355908550E-1
3.464876958E0,2.202090651E-2,-1.774589020E-1,-5.479589510E-1,5.763988152E-1
3.474885958E0,-3.794316709E-2,-2.047320700E-1,-7.780071259E-2,2.222787783E-1
3.484865958E0,-1.893913150E-3,-2.047478575E-1,-3.412633860E-1,3.979773494E-1
3.494874958E0,-8.740564138E-2,-1.076291138E-1,2.300668859E-1,2.686159792E-1
3.504854958E0,-7.198361009E-2,-6.776279747E-2,2.746273470E-1,2.918794555E-1
3.514863958E0,-1.728787780E-2,-7.923561931E-3,-9.777947903E-2,9.961164626E-2
3.524843958E0,-1.016450733E-2,-6.503273249E-2,1.765788960E-1,1.884480831E-1
3.534853958E0,1.985685199E-2,-3.764671326E-2,-8.129500866E-2,9.176299921E-2
3.544862958E0,3.601241648E-2,-1.335164917E-1,-5.571940434E-1,5.740982056E-1
3.554842958E0,-1.387953579E-2,-1.893772817E-1,1.777553558E-1,2.601026006E-1
3.564851958E0,-4.781560600E-3,-1.838738823E-1,3.544780934E-1,3.993584688E-1
3.574831958E0,-1.900725156E-2,-6.546367228E-2,-7.917129993E-3,6.862542494E-2
3.584840958E0,-3.387467444E-2,-1.252017510E-1,4.038847268E-1,4.242002411E-1
3.594820958E0,-3.914710879E-3,-1.819869858E-1,-1.820939898E-2,1.829376128E-1
3.604829958E0,-4.201809168E-2,-4.034988105E-2,-1.574982619E-1,1.679265775E-1
3.614809958E0,1.781763554E-2,2.641245782E-2,-4.568476367E-1,4.579572570E-1
3.624818958E0,-3.780604988E-2,-3.456873894E-3,-6.138523023E-2,7.217613092E-2
3.634798958E0,-1.126357922E-1,-2.631147641E-1,3.174008989E-1,4.273868639E-1
3.644807958E0,-1.494361210E-1,-6.018188238E-2,1.653007865E-2,1.619452275E-1
3.654817958E0,-5.209898382E-2,-1.627695268E-1,6.046138386E-2,1.812837608E-1
3.664796958E0,-1.708538872E-1,-1.097066295E-1,2.625774050E-1,3.319239204E-1
3.674806958E0,-8.459400773E-2,-2.159996545E-1,-2.953791153E-1,3.755806420E-1
3.684785958E0,7.213943839E-2,-1.476597369E-1,-4.271741867E-1,4.576956218E-1
3.694795958E0,5.821663320E-2,-1.337381011E-1,5.012724423E-1,5.220623694E-1
3.704774958E0,6.818496644E-2,-2.419794184E-1,1.608873081E-1,2.984760535E-1
3.714784958E0,2.111926585E-2,-1.712064743E-2,-3.002334738E-1,3.014619026E-1
3.724763958E0,-5.992811322E-3,-3.024062991E-2,4.551835191E-1,4.562263096E-1
3.734773958E0,2.876450032E-2,-1.439438313E-1,5.156307737E-2,1.555826918E-1
3.744783958E0,1.542203128E-3,-1.067625564E-1,-6.701611717E-2,1.260626107E-1
3.754762958E0,-5.171979189E-2,-7.124656856E-2,1.616053462E-2,8.951074396E-2
3.764772958E0,2.897090703E-2,-1.006773591E-1,-6.244241595E-2,1.219602370E-1
3.774751958E0,6.248334646E-3,-1.251462024E-1,6.537245572E-1,6.656248270E-1
3.784761958E0,3.881001681E-2,-3.342093050E-2,-7.054314395E-2,8.717517513E-2
3.794740958E0,-1.353425771E-2,-5.864114106E-2,-1.248345459E-1,1.385843548E-1
3.804750958E0,-8.015597105E-2,5.490535498E-4,5.011414647E-1,5.075116243E-1
3.814729958E0,-4.735952318E-2,-1.629139531E-1,-1.469744432E-1,2.244668517E-1
3.824739958E0,-3.866909891E-2,-8.669549704E-2,-5.864558494E-1,5.940891109E-1
3.834718958E0,-6.693336993E-2,-2.129766440E-1,7.140701616E-1,7.481546114E-1
3.844728958E0,7.545831800E-4,-8.462792158E-2,4.536386847E-2,9.602257583E-2
3.854738958E0,-1.040190428E-1,1.206865311E-2,-5.844420683E-1,5.937492273E-1
3.864717958E0,-8.335732162E-2,-2.102629513E-1,8.347239482E-1,8.648254283E-1
3.874727958E0,2.329647660E-2,-2.116469872E-1,-1.197147238E-1,2.442719552E-1
3.884706958E0,-4.246598840E-2,-1.900462031E-2,-3.102672958E-1,3.137360844E-1
3.894716958E0,-4.535392821E-2,-5.945507348E-2,3.253835177E-1,3.338657188E-1
3.904695958E0,-6.751575261E-2,3.043124914E-2,-4.422611725E-1,4.484187580E-1
3.914705958E0,2.673317760E-2,-1.172951460E-1,2.708664179E-1,2.963805500E-1
3.924684958E0,1.112868395E-1,-2.794238180E-1,2.183783019E-1,3.716873867E-1
3.934694958E0,-2.665453255E-3,-2.589205563E-2,-1.103205780E-1,1.133496057E-1
3.944673958E0,3.071834743E-2,-1.176126498E-1,1.707749498E-1,2.096197408E-1
3.954683958E0,-2.540615201E-4,-2.403416133E-1,3.739645700E-2,2.432337366E-1
3.964693958E0,-2.327659607E-2,-5.516204774E-2,-1.968523622E-1,2.057559329E-1
3.974672958E0,-5.149613589E-2,5.171452940E-2,-2.679533350E-1,2.777143034E-1
3.984682958E0,-8.193235517E-2,7.025838912E-2,4.491866148E-1,4.619716084E-1
3.994661958E0,-1.093148661E-1,1.566205949E-1,-8.490858793E-2,2.090196617E-1
4.004671958E0,4.631287158E-3,-2.805476528E-1,1.493624461E-1,3.178640820E-1
4.014650958E0,-8.219489515E-2,-1.717286307E-1,4.924875855E-1,5.280063875E-1
4.024660958E0,-1.681650451E-1,-1.131436229E-2,-2.427763939E-1,2.955467385E-1
4.034639958E0,1.165934801E-3,-3.430152118E-1,5.638587455E-2,3.476207154E-1
4.044645875E0,-8.832979381E-2,-2.984301925E-2,-3.400366402E-1,3.525871168E-1
4.054654875E0,-5.697819293E-2,-2.753336906E-2,-2.218550563E-1,2.307038510E-1
4.064634875E0,2.667499781E-3,-3.255203426E-2,4.341183400E-1,4.353452465E-1
4.074643875E0,4.587725401E-3,-5.265417695E-3,6.608990908E-2,6.645786582E-2
4.084623875E0,-2.084181547E-2,-9.465589643E-2,-1.428381228E-1,1.726176391E-1
4.094632875E0,-1.717824250E-2,-1.832108080E-2,4.048506868E-1,4.056289346E-1
4.104612875E0,1.448472261E-2,-2.237752819E-1,3.315488219E-2,2.266813406E-1
4.114621875E0,4.380997092E-2,-2.952317655E-1,-5.995840180E-1,6.697627218E-1
4.124601875E0,-1.207090428E-1,-1.366301340E-1,-2.272882891E-1,2.913733565E-1
4.134610875E0,-5.038253367E-3,-7.193186224E-2,6.375558364E-1,6.416206211E-1
4.144590875E0,5.030067265E-2,-8.267670572E-2,-3.333123422E-1,3.470773873E-1
4.154599875E0,-4.077848196E-3,-3.835188746E-2,3.331252313E-1,3.353504373E-1
4.164609875E0,-3.811302871E-2,4.425172806E-3,6.230991805E-1,6.242794036E-1
4.174589875E0,-8.238726854E-3,-1.108164310E-2,-4.029269528E-1,4.031635013E-1
4.184598875E0,-8.158035278E-3,-8.268313766E-2,1.345947182E-1,1.581733004E-1
4.194578875E0,-9.835718393E-2,-1.427328730E-1,-4.182279468E-1,4.527266550E-1
4.204587875E0,-7.872515738E-2,-1.641003531E-1,-1.574865675E-1,2.406835999E-1
4.214567875E0,-6.821624905E-2,-1.092031842E-1,4.793126392E-1,4.963057507E-1
4.224576875E0,-3.606153309E-2,-1.322757125E-1,1.057550812E-1,1.731514813E-1
4.234556875E0,-6.189716309E-2,-2.146278977E-2,-5.325527529E-2,8.442768793E-2
4.244565875E0,5.335262686E-2,-1.798819882E-1,3.134727395E-1,3.653343549E-1
4.254545875E0,8.924020529E-2,-5.849203706E-2,-2.304013467E-1,2.539092617E-1
4.264554875E0,-2.862738311E-2,1.216220856E-3,-2.675487077E-1,2.690786451E-1
4.274564875E0,-8.555207402E-2,-2.332612199E-1,-2.644262946E-1,3.628377314E-1
4.284543875E0,-2.394317865E-2,-2.204973328E-1,3.271914768E-1,3.952804221E-1
4.294553875E0,-5.842976421E-2,-1.289749593E-1,-1.089394748E-1,1.786515789E-1
4.304532875E0,7.090655297E-2,-4.243868190E-1,2.202809858E-1,4.833793791E-1
4.314542875E0,5.385694921E-2,-2.334699655E-1,1.966360152E-1,3.099588976E-1
4.324521875E0,-1.016731399E-1,1.313594538E-1,-2.384400988E-1,2.905966521E-1
4.334531875E0,3.979878098E-2,1.063608527E-3,-9.924479127E-2,1.069327023E-1
4.344510875E0,4.200347364E-2,-2.985857284E-1,8.938989401E-2,3.144968715E-1
4.354520875E0,-1.315407175E-1,-4.450198889E-2,-5.097824800E-1,5.283574210E-1
4.364530875E0,-1.179272300E-1,-1.156965172E-1,2.961275589E-1,3.390929767E-1
4.374509875E0,1.355209172E-2,-2.476313370E-1,4.031245887E-1,4.733015659E-1
4.384519875E0,7.332408428E-3,-1.488455522E-1,-7.796794295E-2,1.681896630E-1
4.394498875E0,-7.114892006E-3,-2.144320160E-1,4.441427608E-2,2.190989254E-1
4.404508875E0,-7.887338430E-2,-1.087716597E-1,4.026275297E-2,1.402618052E-1
4.414487875E0,-1.154561967E-2,3.296543241E-2,-8.294275403E-2,8.999734170E-2
4.424497875E0,-1.300751129E-1,2.397381806E-1,-2.610278928E-1,3.775307816E-1
4.434476875E0,-2.499538511E-2,-2.519062364E-1,-1.349198234E-1,2.868534120E-1
4.444486875E0,3.495231628E-2,-1.577444297E-1,3.362909138E-1,3.730905362E-1
4.454465875E0,-7.525892794E-2,-3.522947431E-2,-7.899002711E-2,1.146492323E-1
4.464475875E0,2.053892970E-2,-2.515717757E-1,1.580724585E-1,2.978205972E-1
4.474485875E0,-3.852701157E-2,-1.274780720E-1,4.376792943E-1,4.574911520E-1
4.484464875E0,-2.264819580E-1,4.112639129E-2,-3.104965067E-1,3.865146026E-1
4.494474875E0,9.426384062E-2,-2.471635598E-1,4.224846741E-2,2.678813729E-1
4.504453875E0,-1.224757791E-2,-7.407252789E-2,1.988708210E-1,2.125708023E-1
4.514463875E0,-9.915182054E-2,3.158145493E-1,-5.992460489E-1,6.845916595E-1
4.524442875E0,9.567214251E-2,-2.303908217E-1,2.903294599E-1,3.827849068E-1
4.534452875E0,9.878461540E-2,-5.272668242E-2,3.845199180E-1,4.004922853E-1
4.544431875E0,2.693929195E-2,-2.909755772E-1,-3.741820407E-1,4.747680608E-1
4.554441875E0,-2.023399740E-1,-1.123659432E-2,1.748399341E-1,2.676503852E-1
4.564420875E0,-4.676193774E-2,-1.976850057E-1,2.531516933E-1,3.245794512E-1
4.574430875E0,-2.224193126E-2,-4.274051517E-1,-3.746626818E-1,5.688075179E-1
4.584440875E0,-7.114014924E-2,1.969178510E-1,-6.752247691E-2,2.199928311E-1
4.594419875E0,-2.601426244E-2,-1.285568833E-1,-4.889325241E-2,1.399791564E-1
4.604429875E0,-1.396914437E-1,4.013119519E-2,1.771191788E-1,2.291187809E-1
4.614408875E0,4.977471560E-2,2.387804067E-1,2.089011347E-1,3.211437202E-1
4.624418875E0,7.454644471E-2,-1.150661874E-1,2.725270728E-2,1.397859433E-1
4.634397875E0,-4.453093261E-2,2.775263965E-2,1.721993315E-1,1.800161736E-1
4.644407875E0,-1.293930352E-2,-3.563877940E-2,-4.242739677E-3,3.815165806E-2
4.654386875E0,3.935936272E-2,-3.276136458E-1,-2.374226832E-1,4.065087832E-1
4.664396875E0,-1.803836793E-2,-1.679431432E-1,1.289708662E-1,2.125176849E-1
4.674405875E0,-1.619485778E-1,2.523979872E-1,1.207309790E-1,3.232770563E-1
4.684385875E0,-7.051625133E-2,-2.408596766E-1,-4.797160971E-1,5.413995376E-1
4.694394875E0,1.099080661E-1,-5.414398903E-1,3.128260374E-2,5.533674539E-1
4.704374875E0,2.281378895E-2,1.886978352E-1,2.236068821E-1,2.934746662E-1
4.714383875E0,4.011306882E-2,-6.711200237E-2,-3.879276752E-2,8.728091409E-2
4.724363875E0,-2.733690262E-2,-3.384058517E-1,2.999154081E-2,3.408303379E-1
4.734372875E0,-1.877654967E-1,1.134090865E-1,3.222844934E-1,3.898522763E-1
4.744352875E0,-9.013132095E-2,4.084397078E-2,2.772866607E-2,1.027655773E-1
4.754361875E0,-3.777710617E-2,-5.093053472E-1,1.752200031E-1,5.399269357E-1
4.764341875E0,-2.299397090E-1,-1.847708452E-1,-2.407006323E-1,3.807221157E-1
4.774350875E0,-1.753027412E-1,6.650447667E-2,1.138710256E-1,2.193638689E-1
4.784360875E0,-4.770743251E-3,2.247248697E-1,8.335124052E-1,8.632884550E-1
4.794339875E0,1.026566416E-1,-1.806871498E-1,2.591404116E-1,3.321746304E-1
4.804349875E0,4.812112302E-2,2.782105207E-3,6.870244503E-1,6.887132770E-1
4.814328875E0,8.709866256E-2,-9.801687598E-2,1.099400504E0,1.107192374E0
4.824338875E0,6.442579150E-2,-2.673230052E-1,4.556173825E-1,5.321648908E-1
4.834318875E0,-7.277239949E-2,-5.347921908E-2,5.858582640E-1,5.927779976E-1
4.844327875E0,-2.514244258E-1,1.130529910E-1,1.312554903E0,1.341191856E0
4.854307875E0,-9.596070260E-2,1.830353916E-2,7.860797918E-1,7.921268301E-1
4.864316875E0,4.968145251E-2,-2.969333053E-1,6.905292714E-1,7.533049244E-1
4.874296875E0,1.541410831E-1,-1.795206302E-1,1.000425854E0,1.028026760E0
4.884305875E0,-9.615132183E-2,2.235115725E-1,1.060875539E0,1.088420603E0
4.894315875E0,-3.131388634E-2,-1.624765813E-1,7.988559580E-1,8.158125033E-1
4.904294875E0,4.371407658E-2,-2.393955338E-1,7.083609402E-1,7.489969050E-1
4.914304875E0,-8.260156900E-2,-4.089016378E-2,7.653905886E-1,7.709200853E-1
4.924283875E0,-9.007548004E-2,-6.198048592E-2,7.814283317E-1,7.890408167E-1
4.934293875E0,7.366907001E-3,-3.246894532E-1,7.791385621E-1,8.441175341E-1
4.944272875E0,-1.573398024E-2,-2.383237392E-1,8.794709355E-1,9.113258962E-1
4.954282875E0,-1.388126072E-1,5.943928599E-2,7.163979381E-1,7.321393135E-1
4.964261875E0,-2.867883861E-2,-1.923529297E-1,7.538955474E-1,7.785760218E-1
4.974271875E0,5.537313223E-4,-2.047484422E-1,6.987440246E-1,7.281246069E-1
4.984281875E0,-5.220832676E-2,9.547333717E-3,6.534140700E-1,6.555660210E-1
4.994260875E0,-2.530616462E-2,-1.081348979E-1,5.097438884E-1,5.217014375E-1
5.004270875E0,3.646762222E-2,-2.867895555E-1,5.843543601E-1,6.519571725E-1
5.014249875E0,-9.568676054E-3,-1.877692974E-1,1.783646357E-1,2.591578898E-1
5.024259875E0,-5.872095555E-2,-4.268935204E-2,1.905554956E-1,2.039164739E-1
5.034238875E0,-1.778430641E-3,-8.600786448E-2,2.145302492E-1,2.311357683E-1
5.044264958E0,-2.653115630E-2,-1.294175935E-1,-2.283807317E-2,1.340686143E-1
5.054243958E0,-5.215131640E-2,-6.564902902E-2,1.174103361E-1,1.442731501E-1
5.064253958E0,-5.355786413E-2,9.481669486E-2,1.084693587E-1,1.537018289E-1
5.074232958E0,8.885808975E-2,-2.846716940E-1,-9.749296546E-2,3.137492818E-1
5.084242958E0,-8.040272355E-2,-5.615490496E-2,-1.322172495E-1,1.646188700E-1
5.094252958E0,-6.587531626E-2,-4.593748033E-2,-1.747475481E-1,1.923187847E-1
5.104231958E0,1.277908981E-2,-2.953697598E-1,-2.590275604E-1,3.930672680E-1
5.114241958E0,-1.250400755E-1,3.366943717E-2,-2.266000718E-1,2.609908887E-1
5.124220958E0,-2.094267994E-2,-1.259747529E-1,-2.660641362E-1,2.951243107E-1
5.134230958E0,-1.432304710E-2,-6.874688387E-2,-3.035558617E-1,3.115725355E-1
5.144209958E0,2.426594496E-2,-2.293219507E-2,-1.763964629E-1,1.795283648E-1
5.154219958E0,-5.434402227E-3,-8.922090948E-2,-1.456670058E-1,1.709057635E-1
5.164198958E0,-3.856004834E-2,-1.176260984E-1,-1.737272090E-1,2.133164773E-1
5.174208958E0,-4.405876994E-3,-1.507909209E-1,-9.018748163E-2,1.757586283E-1
5.184187958E0,-1.469580710E-2,-1.338953912E-1,-1.680109710E-1,2.153407274E-1
5.194197958E0,-3.354342967E-2,-1.508353597E-1,-6.480470935E-2,1.675592963E-1
5.204207958E0,-5.020390123E-2,-9.622119606E-2,-1.057083217E-1,1.515031338E-1
5.214186958E0,-8.045184016E-3,-7.696689963E-2,-2.456415296E-3,7.742520650E-2
5.224196958E0,-4.414940178E-3,-8.234633803E-3,-2.161542038E-2,2.354840310E-2
5.234175958E0,-3.371241421E-2,-1.039500457E-1,-1.037937423E-2,1.097719012E-1
5.244185958E0,-1.975189447E-2,-1.246363252E-1,-9.695560634E-2,1.591374893E-1
5.254164958E0,-1.991064638E-2,-1.315377939E-1,-1.025092918E-1,1.679487420E-1
5.264174958E0,-2.365081787E-2,-1.321844959E-1,-1.655101168E-1,2.131330592E-1
5.274153958E0,-8.033138752E-2,-1.189762205E-1,-1.957852453E-1,2.427763068E-1
5.284163958E0,-7.127317339E-2,-7.176697075E-2,-1.611796689E-1,1.902872802E-1
5.294142958E0,-2.510706693E-2,-1.007416785E-1,-2.688222313E-1,2.881746738E-1
5.304152958E0,-2.321110725E-2,-4.519079089E-2,-1.797972035E-1,1.868368205E-1
5.314161958E0,-3.645914376E-2,-6.451993167E-2,-2.500672871E-1,2.608174435E-1
5.324141958E0,-2.908434302E-2,-7.835912168E-2,-1.605879307E-1,1.810373841E-1
5.334150958E0,-1.857689649E-2,-5.148181021E-2,-1.897526729E-1,1.974881129E-1
5.344130958E0,-3.104725331E-2,-1.359863555E-1,-1.627478921E-1,2.143434096E-1
5.354139958E0,-4.579831660E-2,-1.318085200E-1,-1.511668968E-1,2.057240930E-1
5.364119958E0,-1.645172596E-2,-1.520568430E-1,-1.357588989E-1,2.045053090E-1
5.374128958E0,-2.096226811E-2,-1.084225810E-1,-7.934788585E-2,1.359814683E-1
5.384108958E0,-7.768903077E-3,-1.014158624E-1,-2.422911664E-2,1.045589934E-1
5.394117958E0,-1.446308792E-3,-7.304224849E-2,-2.608911593E-2,7.757514965E-2
5.404097958E0,2.036058962E-2,-8.338480353E-2,-2.461560845E-2,8.929449731E-2
5.414106958E0,-2.090555012E-2,-9.146273196E-2,-2.073890448E-2,9.608629206E-2
5.424116958E0,-1.020339131E-2,-1.119344187E-1,-7.263936619E-2,1.338278775E-1
5.434095958E0,-2.682410181E-2,-1.519252807E-1,-1.324908900E-1,2.033584503E-1
5.444105958E0,-5.842128575E-2,-1.206912088E-1,-1.408664600E-1,1.944807807E-1
5.454084958E0,-3.750550300E-2,-1.236241722E-1,-1.273909485E-1,1.814333279E-1
5.464094958E0,-4.366612941E-2,-9.090198398E-2,-1.791873389E-1,2.056161569E-1
5.474073958E0,1.974604726E-3,-9.545404136E-2,-1.571316415E-1,1.838633347E-1
5.484083958E0,-2.904399723E-2,-4.053406835E-2,-1.840317571E-1,1.906679105E-1
5.494063958E0,1.243878186E-2,-7.253003240E-2,-2.018721968E-1,2.148667325E-1
5.504072958E0,-3.828522921E-2,-4.864591062E-2,-1.989076585E-1,2.083181221E-1
5.514082958E0,-2.265913010E-2,-1.380837518E-1,-1.758076483E-1,2.246973251E-1
5.524061958E0,-3.164834708E-2,-1.207894421E-1,-1.408541534E-1,1.882328338E-1
5.534071958E0,-8.752404749E-3,-1.073045933E-1,-1.208455662E-1,1.618472465E-1
5.544050958E0,-3.805952668E-3,-9.461028814E-2,-5.024979274E-2,1.071943728E-1
5.554060958E0,-3.403342634E-2,-8.863969624E-2,-8.317605793E-2,1.262280732E-1
5.564039958E0,9.720996022E-4,-7.653654456E-2,-6.876734912E-2,1.028967246E-1
5.574049958E0,-3.621151417E-2,-7.268030584E-2,6.771075726E-4,8.120442778E-2
5.584028958E0,-3.110631019E-2,-1.713970935E-1,-4.889557759E-2,1.809291124E-1
5.594038958E0,-8.046645820E-3,-1.286434221E-1,-2.285082741E-3,1.289150890E-1
5.604017958E0,-2.804850876E-2,-1.145352602E-1,-6.000997424E-3,1.180722518E-1
5.614027958E0,-3.399746597E-2,-9.948569655E-2,-3.082535604E-2,1.095601848E-1
5.624037958E0,-3.780897349E-2,-1.019263244E-1,-7.102672239E-2,1.298587285E-1
5.634016958E0,-2.323771209E-2,-1.119642395E-1,-9.886939089E-2,1.511659308E-1
5.644026958E0,-3.446728975E-2,-5.469427049E-2,-1.038804547E-1,1.223544284E-1
5.654005958E0,-2.159902990E-2,-1.002388179E-1,-2.396253294E-1,2.606427386E-1
5.664015958E0,-3.162583530E-2,-7.710138559E-2,-9.005121410E-2,1.226948992E-1
5.673994958E0,-6.095634609E-2,-9.303914130E-2,-1.351554662E-1,1.750398754E-1
5.684004958E0,-3.941403419E-2,-8.285738468E-2,-2.059605700E-1,2.254740976E-1
5.693983958E0,-3.148871809E-2,-1.020140326E-1,-1.119870436E-1,1.547239482E-1
5.703993958E0,-2.603706658E-2,-4.739109814E-2,-1.679489905E-1,1.764389651E-1
5.713972958E0,-1.199410111E-2,-6.499881864E-2,-4.334716380E-2,7.904227663E-2
5.723982958E0,2.174024016E-2,-1.779570848E-1,1.724028146E-1,2.487249335E-1
5.733992958E0,-9.864311278E-2,-1.611551106E-2,-3.672384721E-1,3.805972527E-1
5.743971958E0,1.548050344E-2,-2.363637525E-1,1.930920178E-1,3.056010419E-1
5.753981958E0,-7.686457336E-2,-1.045628339E-1,-2.634527332E-1,2.936816158E-1
5.763960958E0,1.411956400E-2,-2.034217089E-1,7.865675409E-2,2.185558023E-1
5.773970958E0,-6.659832448E-2,-1.183803892E-1,3.939264617E-3,1.358851397E-1
5.783949958E0,-4.025983393E-2,-1.306425852E-1,-9.566571057E-2,1.668540304E-1
5.793959958E0,-4.762557149E-3,-5.022173524E-2,9.307890236E-2,1.058706130E-1
5.803938958E0,-2.943020582E-2,-3.925703645E-2,-1.909887743E-1,1.971901717E-1
5.813948958E0,-1.833686829E-2,-6.437375128E-2,1.013322473E-1,1.214431757E-1
5.823927958E0,-5.156601012E-2,-9.257955015E-2,-2.396212363E-1,2.620083270E-1
5.833937958E0,-2.819176555E-2,-1.192299896E-1,-2.124060015E-2,1.243452016E-1
5.843947958E0,-6.499355614E-2,-1.419358975E-1,-2.356047839E-1,2.826297499E-1
5.853926958E0,-9.121393293E-2,-1.285399264E-1,-1.603961420E-1,2.248764474E-1
5.863936958E0,-3.862261355E-2,-1.369300961E-1,-1.643821889E-1,2.174006935E-1
5.873915958E0,-3.814138770E-2,-5.842654824E-2,-2.187636334E-1,2.296213280E-1
5.883925958E0,-1.337725997E-2,-8.238434494E-2,-5.419024050E-2,9.951237883E-2
5.893904958E0,-1.877336293E-2,-4.361847460E-2,-1.326294690E-1,1.408743644E-1
5.903914958E0,3.666788936E-3,-6.528065443E-2,4.474874139E-2,7.923041739E-2
5.913893958E0,-3.595862210E-2,-7.318433583E-2,-7.068932891E-2,1.079164062E-1
5.923903958E0,-3.597382486E-2,-1.373160124E-1,-1.303929090E-2,1.425476287E-1
5.933882958E0,-6.829898715E-2,-1.298391777E-1,-4.117901166E-2,1.523767526E-1
5.943892958E0,-4.196108133E-2,-1.374627775E-1,-5.559298754E-2,1.541016801E-1
5.953901958E0,-2.376074553E-2,-1.087371612E-1,3.492015660E-2,1.166523064E-1
5.963881958E0,-3.729091018E-2,-1.206526172E-1,-1.374037206E-2,1.270293818E-1
5.973890958E0,-6.069994569E-3,-8.215864241E-2,4.846932014E-2,9.558327444E-2
5.983870958E0,1.162134111E-2,-6.202784836E-2,-4.653506577E-2,7.840932271E-2
5.993879958E0,-2.883759052E-2,-6.478948832E-2,-1.883856396E-2,7.337694403E-2
6.003859958E0,-5.757636309E-2,-1.026595652E-1,-1.276944190E-1,1.736660259E-1
6.013868958E0,-5.131838053E-2,-1.168022257E-1,-9.897698879E-2,1.614706798E-1
6.023848958E0,-5.905044615E-2,-1.537858647E-1,-1.192457771E-1,2.033632286E-1
6.033857958E0,-5.285356700E-2,-1.290638369E-1,-1.387210983E-1,1.967092186E-1
6.043908208E0,-3.468217492E-2,-1.109257740E-1,-1.112274903E-1,1.608693109E-1
6.053887208E0,-3.531747490E-2,-5.500300348E-2,-1.425761676E-1,1.568458415E-1
6.063897208E0,8.335790634E-3,-6.283768773E-2,-8.300707340E-2,1.044424944E-1
6.073876208E0,-5.757460892E-3,-3.727599978E-2,-6.855099758E-2,7.824249347E-2
6.083886208E0,-4.692975283E-3,-6.475089669E-2,-6.138289591E-2,8.934518761E-2
6.093865208E0,-2.475184858E-2,-1.040050095E-1,-5.286759575E-2,1.192672574E-1
6.103875208E0,-3.821623206E-2,-1.374247706E-1,-3.348057210E-2,1.465161994E-1
6.113854208E0,-4.096646994E-2,-1.279055035E-1,-6.448304853E-3,1.344605895E-1
