,t,a,a_kal,v_kal
119,1.342155917,-0.01661193053,-0.008778547834614308,-0.007484121603177161
120,1.352164917,-0.02043133636,-0.007501040666183581,-0.007565592803829405
121,1.362144917,-0.001785735092,-0.006108721425402097,-0.007633505516666417
122,1.372153917,-0.009425702496,-0.00473298281435869,-0.0076877628255343
123,1.382133917,-0.007168681822,-0.003458844660601944,-0.007728640044634354
124,1.392142917,0.02315965632,-0.0024112821563510556,-0.007758017094289795
125,1.402122917,0.03268710494,-0.0017790992308505734,-0.007778927097411931
126,1.412131917,0.01057058732,-0.0016319113976996519,-0.0077959975001025104
127,1.422141917,-0.002220772505,-0.001866942475570643,-0.007813509263738229
128,1.432120917,0.00356446723,-0.0023549199637306084,-0.007834574246379122
129,1.442130917,-0.02006646554,-0.0029973155332413386,-0.007861362185041467
130,1.452109917,-0.02317133705,-0.003643335943814757,-0.007894495715586237
131,1.462119917,-0.005771201849,-0.004236515281596781,-0.007933934370969422
132,1.472098917,0.006872817278,-0.004832903168225321,-0.007979186234324809
133,1.482108917,0.02413028955,-0.005494223402760663,-0.008030873502812593
134,1.492118917,-0.02029100776,-0.006219551135385082,-0.008089500944376013
135,1.502097917,-0.01409997582,-0.006811277501420274,-0.008154518263859352
136,1.512107917,-0.03953653336,-0.007168209891471819,-0.008224485598260778
137,1.522086917,-0.02104529401,-0.007193308850505212,-0.008296142396023873
138,1.532096917,-0.01502500077,-0.0069633902520836255,-0.00836699667503233
139,1.542075917,0.02309533238,-0.006607896695171427,-0.008434710611255659
140,1.552085917,0.001783400774,-0.006309668533771404,-0.008499363025226518
141,1.562095917,-0.001623187065,-0.006060856835134061,-0.008561277504697888
142,1.572074917,-0.00207342267,-0.005835485994968131,-0.008620634307248683
143,1.582084917,-0.006144249639,-0.005606491218377592,-0.00867790140320148
144,1.592063917,-0.002373960419,-0.005338164649850791,-0.008732509763656004
145,1.602073917,-0.003875529966,-0.00501036387047217,-0.008784304148900222
146,1.612052917,-0.0005040254211,-0.004587723560680846,-0.008832193806137959
147,1.622062917,-0.01998577396,-0.004027038665053177,-0.008875310691077758
148,1.632072917,-0.008039930658,-0.0032426476120732467,-0.008911695470894775
149,1.642051917,-0.008181433277,-0.0022444585104903353,-0.008939073386893306
150,1.652061917,0.005711560249,-0.0010533255753245156,-0.00895557879624281
151,1.662040917,-0.008568509817,0.00027992772520971755,-0.008959437664815958
152,1.672050917,0.02385664443,0.001757309163750932,-0.00894924129418671
153,1.682029917,-0.006521984339,0.003308564530256402,-0.008923965117390461
154,1.692039917,-0.0154729112,0.005029644526407952,-0.008882232381061856
155,1.702048917,-0.01216221769,0.006970772726927245,-0.00882217629291754
156,1.712046917,-0.01347081542,0.009088035391788504,-0.00874189831113208
157,1.722055917,0.01833570798,0.011265061814416494,-0.008640041236163626
158,1.732035917,0.01171197752,0.013273071827714587,-0.008517595949289393
159,1.742044917,0.01177513202,0.014968785388585665,-0.008376259574850416
160,1.752024917,0.002952843904,0.016218003620343556,-0.008220637497695861
161,1.762033917,0.005588768721,0.016889068923083242,-0.008054953153152283
162,1.772043917,0.01765976071,0.01678719255933572,-0.007886403464432774
163,1.782022917,3.273527138e-05,0.015672909051856008,-0.007724443787443734
164,1.792032917,0.002311989069,0.013354871543307662,-0.007579159745564938
165,1.802011917,-0.002115513487,0.009570303930132631,-0.007464774582540208
166,1.812021917,0.008786017103,0.004019819842993329,-0.007396756013055713
167,1.822000917,-0.01942795416,-0.0036463189863867517,-0.007394892430531674
168,1.832010917,-0.006674021082,-0.013718615541784733,-0.007481803927845173
169,1.842020917,-0.007546425657,-0.02660358366083107,-0.0076836165348542615
170,1.851999917,-0.006268215179,-0.04269065220701209,-0.008029360124716872
171,1.862009917,-0.03775313258,-0.06231338695341368,-0.008554905340714795
172,1.871988917,-0.03239006182,-0.08567297456025957,-0.009293283291487264
173,1.881998917,-0.02754622837,-0.11299348920238639,-0.010287608942619314
174,1.891977917,-0.006582790813,-0.14440765855917448,-0.011571911969375617
175,1.901987917,-0.0334507513,-0.17984718627009533,-0.013194807467746124
176,1.911997917,-0.04907801986,-0.21875991731984498,-0.01518983602121379
177,1.921976917,-0.2259364128,-0.2600474119460347,-0.017578845190585887
178,1.931986917,-0.6023953593,-0.3016942594316182,-0.020390362255830997
179,1.941965917,-0.4115878487,-0.34141679957524845,-0.023599164884745817
180,1.951975917,-0.2636415982,-0.37890134018475524,-0.027204357174244582
181,1.961954917,-0.3780868113,-0.4141210423859815,-0.031161142352081256
182,1.971964917,-0.4703324854,-0.44612869833589275,-0.03546669230439427
183,1.981974917,-0.6549396086,-0.47366709863845496,-0.04007027026825091
184,1.991953917,-0.5752479064,-0.4954351548455895,-0.044905605962009536
185,2.001963917,-0.7270498109,-0.5110429839579539,-0.049943029046721196
186,2.011942917,-0.6005780447,-0.5201199237171059,-0.05508801637456589
187,2.021952917,-0.5173148632,-0.5233353236629836,-0.060310509887703395
188,2.031961917,-0.6381651163,-0.521492229701646,-0.06553934937851653
189,2.041941917,-0.6124280119,-0.5150031770773164,-0.0707114614583436
190,2.051950917,-0.3059917935,-0.5049094788054129,-0.0758156143447088
191,2.061930917,-0.5150087214,-0.49288678413648374,-0.08079461769678892
192,2.071939917,-0.6684455073,-0.47915825392717043,-0.08565921708977833
193,2.081919917,-0.2502783716,-0.46418397811576906,-0.09036649482767264
194,2.091928917,-0.1185230521,-0.45003416588250006,-0.09494169952931206
195,2.101938917,-0.412259109,-0.4376629514537982,-0.09938462360158017
196,2.111917917,-0.3692621934,-0.4261985025471658,-0.10369486032631796
197,2.121927917,-0.3620139849,-0.4151256352750194,-0.10790568763611794
198,2.131906917,-0.446959995,-0.4038458634956528,-0.11199194592923419
199,2.141916917,-0.3544944656,-0.3915674154377512,-0.11597298939029599
200,2.151895917,-0.1950654531,-0.37798575005061524,-0.11981267490950018
201,2.161905917,-0.3432420838,-0.3627143757262169,-0.12351987903901317
202,2.171915917,-0.6497870421,-0.3441166660207193,-0.12705756840295668
203,2.181894917,-0.4753002799,-0.32019715760039025,-0.1303721622259142
204,2.191904917,-0.5136977756,-0.2906078973473973,-0.13342924152592783
205,2.201883917,-0.6392538679,-0.2552328624684026,-0.13615271399702875
206,2.211893917,-0.2277116275,-0.21461062096678313,-0.13850428063162182
207,2.221872917,-0.09857585153,-0.17131566137174914,-0.14042985981734993
208,2.231882917,0.03761749545,-0.12762614942574185,-0.14192606358039142
209,2.241892917,0.03407289505,-0.08536252984609469,-0.14299207192014696
210,2.251871917,-0.05338158885,-0.04544679151157611,-0.14364474502906105
211,2.261881917,-0.1580443919,-0.00821680045262241,-0.14391333130684186
212,2.271860917,0.1403191423,0.025762543851919357,-0.14382578682015107
213,2.281870917,0.4126649058,0.05459672738791799,-0.1434235886675957
214,2.291849917,0.3109619451,0.07673031757904797,-0.14276833237673303
215,2.301859917,0.1527035634,0.09248880153250076,-0.14192139068557974
216,2.311869917,-0.05102982044,0.10321723684681504,-0.14094188196349122
217,2.321848917,0.1109099865,0.11031133787762826,-0.1398764811399036
218,2.331858917,0.3845234263,0.11385003432938974,-0.1387545534720075
219,2.341837917,0.1512627912,0.11371657481856513,-0.13761910987566378
220,2.351847917,0.02790059248,0.11154574317832933,-0.1364916719740893
221,2.361826917,-0.146823585,0.10915281275884652,-0.13539049652924076
222,2.371836917,0.1639185047,0.10797241585096051,-0.1343037847600487
223,2.381845917,-0.2180075884,0.10801579835505776,-0.13322287174205466
224,2.391825917,-0.01546471596,0.11029777140900397,-0.13213348702893202
225,2.401834917,0.425029428,0.11390690902338765,-0.1310114547057081
